lahan,luas_ha,lat,lon,elevasi_m,periode_iklim,hujan_rerata_mm_th,hujan_andalan_R80_mm_th,eto_mm_hari,eto_mm_th,perkolasi_acuan_mm_hari,efisiensi,ir_siap_lahan_mm_hari,tanam_terbaik,tanam_terburuk,nfr_terbaik_mm,nfr_terburuk_mm,sumber_hujan,sumber_kc,nfr_110h_FL_mm,volume_110h_FL_m3,qmaks_110h_FL_l_s,nfr_110h_SRI_mm,volume_110h_SRI_m3,qmaks_110h_SRI_l_s,nfr_150h_FL_mm,volume_150h_FL_m3,qmaks_150h_FL_l_s,nfr_150h_SRI_mm,volume_150h_SRI_m3,qmaks_150h_SRI_l_s
SWH-TRRC-01,3.3163,-8.371211,115.137653,612.0,2015-2024,2989.0,1822.0,3.41,1246.0,2.0,0.65,11.54,Des-II,Jul-II,292.0,808.0,Open-Meteo ERA5-Land,Arif et al. (2015),440.0,22437.0,6.01,324.0,16507.0,6.01,455.0,23238.0,6.01,329.0,16787.0,6.01
