id_petak,rezim,hari,fase,tma,irigasi,etc,perkolasi,limpasan,hujan_mm
PTK-07,SRI,59,reproduktif,-29.7431280510573,0.0,4.127,1.6525734796999312,0.0,0.0
PTK-07,SRI,60,reproduktif,-23.06970153075723,0.0,4.074,1.6525734796999312,0.0,12.4
PTK-07,SRI,61,reproduktif,-28.56427501045716,0.0,3.842,1.6525734796999312,0.0,0.0
PTK-07,SRI,62,reproduktif,0.7549518111944638,33.56427501045716,3.786,0.45904818880553644,0.0,0.0
PTK-07,SRI,63,reproduktif,-4.127360041118392,0.0,4.813,0.06931185231285558,0.0,0.0
PTK-07,SRI,64,reproduktif,-10.615933520818324,0.0,4.836,1.6525734796999312,0.0,0.0
PTK-07,SRI,65,reproduktif,-17.657507000518255,0.0,5.389,1.6525734796999312,0.0,0.0
PTK-07,SRI,66,reproduktif,-24.054080480218186,0.0,4.744,1.6525734796999312,0.0,0.0
PTK-07,SRI,67,reproduktif,-29.75665395991812,0.0,4.05,1.6525734796999312,0.0,0.0
PTK-07,SRI,68,reproduktif,-0.5510481888055363,34.75665395991812,5.092,0.45904818880553644,0.0,0.0
PTK-07,SRI,69,reproduktif,-7.538621668505467,0.0,5.335,1.6525734796999312,0.0,0.0
PTK-07,SRI,70,reproduktif,-13.741195148205398,0.0,4.55,1.6525734796999312,0.0,0.0
PTK-07,SRI,71,reproduktif,-21.56676862790533,0.0,6.173,1.6525734796999312,0.0,0.0
PTK-07,SRI,72,reproduktif,-28.31134210760526,0.0,5.092,1.6525734796999312,0.0,0.0
PTK-07,SRI,73,reproduktif,-1.032048188805537,33.311342107605256,5.573,0.45904818880553644,0.0,0.0
