hamparan,x_m,y_m,lon,lat,elev_m,lereng_deg,lereng_persen,arah_hadap_deg,akumulasi_sel,tangkapan_ha
H3,-184.36,636.44,107.9098965,-7.1804395,698.17,1.51,2.6,272.4,25,0.056
H3,-179.62,636.44,107.9099394,-7.1804395,698.42,1.75,3.0,270.6,26,0.058
H3,-174.88,636.44,107.9099823,-7.1804395,698.67,1.85,3.2,268.6,27,0.061
H3,-170.14,636.44,107.9100252,-7.1804395,698.92,1.83,3.2,265.0,947,2.127
H3,-165.4,636.44,107.9100681,-7.1804395,699.1,1.7,3.0,258.7,20,0.045
H3,-160.66,636.44,107.9101111,-7.1804395,699.25,1.53,2.7,248.5,7,0.016
H3,-155.92,636.44,107.910154,-7.1804395,699.39,1.37,2.4,233.6,3,0.007
H3,-151.18,636.44,107.9101969,-7.1804395,699.54,1.29,2.2,214.5,1,0.002
H3,-146.44,636.44,107.9102398,-7.1804395,699.59,1.31,2.3,193.2,2,0.004
H3,-141.7,636.44,107.9102827,-7.1804395,699.59,1.44,2.5,172.5,12,0.027
H3,-136.96,636.44,107.9103256,-7.1804395,699.59,1.69,3.0,154.6,1,0.002
H3,-184.36,631.73,107.9098965,-7.1804821,698.17,1.55,2.7,291.4,24,0.054
H3,-179.62,631.73,107.9099394,-7.1804821,698.42,1.74,3.0,286.3,25,0.056
H3,-174.88,631.73,107.9099823,-7.1804821,698.67,1.77,3.1,282.2,26,0.058
H3,-170.14,631.73,107.9100252,-7.1804821,698.92,1.65,2.9,277.1,27,0.061
H3,-165.4,631.73,107.9100681,-7.1804821,699.06,1.43,2.5,268.8,995,2.235
H3,-160.66,631.73,107.9101111,-7.1804821,699.14,1.19,2.1,254.5,10,0.022
H3,-155.92,631.73,107.910154,-7.1804821,699.23,1.03,1.8,232.9,2,0.004
H3,-151.18,631.73,107.9101969,-7.1804821,699.32,1.03,1.8,207.6,1,0.002
H3,-146.44,631.73,107.9102398,-7.1804821,699.34,1.16,2.0,184.8,3,0.007
H3,-141.7,631.73,107.9102827,-7.1804821,699.34,1.38,2.4,166.1,13,0.029
H3,-136.96,631.73,107.9103256,-7.1804821,699.34,1.66,2.9,150.9,1,0.002
H3,-132.22,631.73,107.9103685,-7.1804821,699.34,2.01,3.5,138.7,2,0.004
H3,-127.48,631.73,107.9104115,-7.1804821,699.18,2.4,4.2,129.5,3,0.007
H3,-184.36,627.02,107.9098965,-7.1805247,698.17,1.73,3.0,307.9,38,0.085
H3,-179.62,627.02,107.9099394,-7.1805247,698.42,1.83,3.2,301.6,39,0.088
H3,-174.88,627.02,107.9099823,-7.1805247,698.67,1.76,3.1,297.2,40,0.09
H3,-170.14,627.02,107.9100252,-7.1805247,698.92,1.53,2.7,292.7,41,0.092
H3,-165.4,627.02,107.9100681,-7.1805247,699.02,1.19,2.1,285.2,42,0.094
H3,-160.66,627.02,107.9101111,-7.1805247,699.04,0.83,1.4,269.0,1048,2.354
H3,-155.92,627.02,107.910154,-7.1805247,699.06,0.62,1.1,235.1,2,0.004
H3,-151.18,627.02,107.9101969,-7.1805247,699.09,0.7,1.2,196.2,1,0.002
H3,-146.44,627.02,107.9102398,-7.1805247,699.09,0.94,1.6,172.3,4,0.009
H3,-141.7,627.02,107.9102827,-7.1805247,699.09,1.22,2.1,156.7,1,0.002
H3,-136.96,627.02,107.9103256,-7.1805247,699.09,1.54,2.7,144.2,14,0.031
H3,-132.22,627.02,107.9103685,-7.1805247,699.09,1.89,3.3,133.8,2,0.004
H3,-127.48,627.02,107.9104115,-7.1805247,698.93,2.27,4.0,125.6,3,0.007
H3,-122.74,627.02,107.9104544,-7.1805247,698.68,2.64,4.6,119.4,4,0.009
H3,-189.1,622.31,107.9098536,-7.1805672,698.15,1.85,3.2,329.9,69,0.155
H3,-184.36,622.31,107.9098965,-7.1805672,698.32,1.96,3.4,320.0,70,0.157
H3,-179.62,622.31,107.9099394,-7.1805672,698.57,1.97,3.4,314.2,71,0.16
H3,-174.88,622.31,107.9099823,-7.1805672,698.82,1.81,3.2,311.1,72,0.162
H3,-170.14,622.31,107.9100252,-7.1805672,699.07,1.49,2.6,309.5,73,0.164
H3,-165.4,622.31,107.9100681,-7.1805672,699.13,1.05,1.8,307.8,74,0.166
H3,-160.66,622.31,107.9101111,-7.1805672,699.09,0.57,1.0,301.6,176,0.395
H3,-155.92,622.31,107.910154,-7.1805672,699.05,0.18,0.3,252.4,1227,2.757
H3,-151.18,622.31,107.9101969,-7.1805672,699.01,0.39,0.7,165.0,1,0.002
H3,-146.44,622.31,107.9102398,-7.1805672,699.0,0.73,1.3,150.8,2,0.004
H3,-141.7,622.31,107.9102827,-7.1805672,699.0,1.05,1.8,142.2,5,0.011
H3,-136.96,622.31,107.9103256,-7.1805672,699.0,1.38,2.4,133.8,2,0.004
H3,-132.22,622.31,107.9103685,-7.1805672,699.0,1.74,3.0,125.9,15,0.034
H3,-127.48,622.31,107.9104115,-7.1805672,698.84,2.11,3.7,119.3,3,0.007
H3,-122.74,622.31,107.9104544,-7.1805672,698.59,2.46,4.3,114.1,7,0.016
H3,-118.0,622.31,107.9104973,-7.1805672,698.34,2.73,4.8,110.0,12,0.027
H3,-113.26,622.31,107.9105402,-7.1805672,698.09,2.88,5.0,106.5,13,0.029
H3,-108.52,622.31,107.9105831,-7.1805672,697.84,2.88,5.0,103.1,14,0.031
H3,-193.84,617.6,107.9098106,-7.1806098,698.4,2.06,3.6,348.7,12,0.027
H3,-189.1,617.6,107.9098536,-7.1806098,698.4,2.12,3.7,336.7,13,0.029
H3,-184.36,617.6,107.9098965,-7.1806098,698.57,2.16,3.8,328.2,14,0.031
H3,-179.62,617.6,107.9099394,-7.1806098,698.82,2.09,3.7,323.5,15,0.034
H3,-174.88,617.6,107.9099823,-7.1806098,699.07,1.86,3.2,322.3,16,0.036
H3,-170.14,617.6,107.9100252,-7.1806098,699.32,1.48,2.6,324.5,95,0.213
H3,-165.4,617.6,107.9100681,-7.1806098,699.34,1.02,1.8,330.9,99,0.222
H3,-160.66,617.6,107.9101111,-7.1806098,699.23,0.56,1.0,346.3,2,0.004
H3,-155.92,617.6,107.910154,-7.1806098,699.13,0.26,0.5,38.9,1,0.002
H3,-151.18,617.6,107.9101969,-7.1806098,699.04,0.4,0.7,104.8,1229,2.761
H3,-146.44,617.6,107.9102398,-7.1806098,699.0,0.68,1.2,121.3,2,0.004
H3,-141.7,617.6,107.9102827,-7.1806098,699.0,0.97,1.7,123.8,3,0.007
H3,-136.96,617.6,107.9103256,-7.1806098,699.0,1.27,2.2,121.0,6,0.013
H3,-132.22,617.6,107.9103685,-7.1806098,699.0,1.61,2.8,116.3,3,0.007
H3,-127.48,617.6,107.9104115,-7.1806098,698.84,1.97,3.4,111.5,19,0.043
H3,-122.74,617.6,107.9104544,-7.1806098,698.59,2.3,4.0,107.5,20,0.045
H3,-118.0,617.6,107.9104973,-7.1806098,698.34,2.55,4.5,104.1,21,0.047
H3,-113.26,617.6,107.9105402,-7.1806098,698.09,2.67,4.7,100.9,22,0.049
H3,-108.52,617.6,107.9105831,-7.1806098,697.84,2.64,4.6,97.5,23,0.052
H3,-193.84,612.89,107.9098106,-7.1806524,698.65,2.25,3.9,351.3,17,0.038
H3,-189.1,612.89,107.9098536,-7.1806524,698.65,2.27,4.0,341.0,18,0.04
H3,-184.36,612.89,107.9098965,-7.1806524,698.82,2.25,3.9,333.8,19,0.043
H3,-179.62,612.89,107.9099394,-7.1806524,699.07,2.12,3.7,330.3,72,0.162
H3,-174.88,612.89,107.9099823,-7.1806524,699.32,1.83,3.2,331.0,74,0.166
H3,-170.14,612.89,107.9100252,-7.1806524,699.57,1.44,2.5,336.8,4,0.009
H3,-165.4,612.89,107.9100681,-7.1806524,699.54,1.02,1.8,350.5,3,0.007
H3,-160.66,612.89,107.9101111,-7.1806524,699.38,0.71,1.2,16.6,1,0.002
H3,-155.92,612.89,107.910154,-7.1806524,699.22,0.6,1.1,53.0,2,0.004
H3,-151.18,612.89,107.9101969,-7.1806524,699.05,0.67,1.2,82.8,3,0.007
H3,-146.44,612.89,107.9102398,-7.1806524,699.0,0.8,1.4,100.1,1233,2.77
H3,-141.7,612.89,107.9102827,-7.1806524,699.0,0.99,1.7,107.9,1236,2.777
H3,-136.96,612.89,107.9103256,-7.1806524,699.0,1.24,2.2,109.2,1240,2.786
H3,-132.22,612.89,107.9103685,-7.1806524,699.0,1.55,2.7,107.2,1247,2.801
H3,-127.48,612.89,107.9104115,-7.1806524,698.84,1.88,3.3,104.2,1248,2.804
H3,-122.74,612.89,107.9104544,-7.1806524,698.59,2.19,3.8,101.2,1249,2.806
H3,-118.0,612.89,107.9104973,-7.1806524,698.34,2.4,4.2,98.3,1250,2.808
H3,-113.26,612.89,107.9105402,-7.1806524,698.09,2.5,4.4,95.1,1251,2.81
H3,-108.52,612.89,107.9105831,-7.1806524,697.84,2.45,4.3,91.4,1252,2.813
H3,-198.58,608.19,107.9097677,-7.180695,698.9,2.28,4.0,3.3,27,0.061
H3,-193.84,608.19,107.9098106,-7.180695,698.9,2.28,4.0,352.7,34,0.076
H3,-189.1,608.19,107.9098536,-7.180695,698.9,2.26,4.0,343.8,39,0.088
H3,-184.36,608.19,107.9098965,-7.180695,699.07,2.19,3.8,337.8,47,0.106
H3,-179.62,608.19,107.9099394,-7.180695,699.32,2.0,3.5,335.5,5,0.011
H3,-174.88,608.19,107.9099823,-7.180695,699.57,1.68,2.9,338.3,1,0.002
H3,-170.14,608.19,107.9100252,-7.180695,699.82,1.3,2.3,348.2,3,0.007
H3,-165.4,608.19,107.9100681,-7.180695,699.75,0.98,1.7,8.6,2,0.004
H3,-160.66,608.19,107.9101111,-7.180695,699.53,0.84,1.5,37.5,1,0.002
H3,-155.92,608.19,107.910154,-7.180695,699.3,0.85,1.5,62.9,1,0.002
H3,-151.18,608.19,107.9101969,-7.180695,699.07,0.91,1.6,80.4,2,0.004
H3,-146.44,608.19,107.9102398,-7.180695,699.0,0.97,1.7,92.2,3,0.007
H3,-141.7,608.19,107.9102827,-7.180695,699.0,1.08,1.9,99.3,4,0.009
H3,-136.96,608.19,107.9103256,-7.180695,699.0,1.27,2.2,101.9,5,0.011
H3,-132.22,608.19,107.9103685,-7.180695,699.0,1.53,2.7,101.3,6,0.013
H3,-127.48,608.19,107.9104115,-7.180695,698.84,1.83,3.2,99.2,7,0.016
H3,-122.74,608.19,107.9104544,-7.180695,698.59,2.09,3.7,96.7,8,0.018
H3,-118.0,608.19,107.9104973,-7.180695,698.34,2.28,4.0,93.7,9,0.02
H3,-113.26,608.19,107.9105402,-7.180695,698.09,2.34,4.1,90.2,10,0.022
H3,-108.52,608.19,107.9105831,-7.180695,697.84,2.27,4.0,85.6,11,0.025
H3,-198.58,603.48,107.9097677,-7.1807376,699.15,2.11,3.7,3.0,4,0.009
H3,-193.84,603.48,107.9098106,-7.1807376,699.15,2.12,3.7,353.5,6,0.013
H3,-189.1,603.48,107.9098536,-7.1807376,699.15,2.08,3.6,345.8,4,0.009
H3,-184.36,603.48,107.9098965,-7.1807376,699.3,1.96,3.4,341.0,7,0.016
H3,-179.62,603.48,107.9099394,-7.1807376,699.51,1.73,3.0,340.3,3,0.007
H3,-174.88,603.48,107.9099823,-7.1807376,699.72,1.39,2.4,345.8,1,0.002
H3,-170.14,603.48,107.9100252,-7.1807376,699.93,1.06,1.9,1.6,2,0.004
H3,-165.4,603.48,107.9100681,-7.1807376,699.83,0.89,1.6,29.4,1,0.002
H3,-160.66,603.48,107.9101111,-7.1807376,699.58,0.93,1.6,56.5,2,0.004
H3,-155.92,603.48,107.910154,-7.1807376,699.33,1.04,1.8,73.9,3,0.007
H3,-151.18,603.48,107.9101969,-7.1807376,699.08,1.09,1.9,84.8,4,0.009
H3,-146.44,603.48,107.9102398,-7.1807376,699.0,1.12,2.0,92.6,5,0.011
H3,-141.7,603.48,107.9102827,-7.1807376,699.0,1.18,2.1,97.8,6,0.013
H3,-136.96,603.48,107.9103256,-7.1807376,699.0,1.31,2.3,100.0,7,0.016
H3,-132.22,603.48,107.9103685,-7.1807376,699.0,1.53,2.7,99.5,8,0.018
H3,-127.48,603.48,107.9104115,-7.1807376,698.84,1.78,3.1,97.5,9,0.02
H3,-122.74,603.48,107.9104544,-7.1807376,698.59,2.01,3.5,94.8,10,0.022
H3,-118.0,603.48,107.9104973,-7.1807376,698.34,2.14,3.7,91.3,11,0.025
H3,-113.26,603.48,107.9105402,-7.1807376,698.09,2.17,3.8,86.8,12,0.027
H3,-198.58,598.77,107.9097677,-7.1807801,699.4,1.75,3.1,2.0,3,0.007
H3,-193.84,598.77,107.9098106,-7.1807801,699.4,1.78,3.1,353.5,5,0.011
H3,-189.1,598.77,107.9098536,-7.1807801,699.4,1.73,3.0,347.2,3,0.007
H3,-184.36,598.77,107.9098965,-7.1807801,699.5,1.58,2.8,344.1,3,0.007
H3,-179.62,598.77,107.9099394,-7.1807801,699.65,1.32,2.3,345.8,3,0.007
H3,-174.88,598.77,107.9099823,-7.1807801,699.8,1.01,1.8,356.6,2,0.004
H3,-170.14,598.77,107.9100252,-7.1807801,699.95,0.79,1.4,23.1,1,0.002
H3,-165.4,598.77,107.9100681,-7.1807801,699.83,0.84,1.5,55.8,1,0.002
H3,-160.66,598.77,107.9101111,-7.1807801,699.58,1.03,1.8,75.6,1,0.002
H3,-155.92,598.77,107.910154,-7.1807801,699.33,1.18,2.1,86.0,2,0.004
H3,-151.18,598.77,107.9101969,-7.1807801,699.08,1.23,2.2,92.5,3,0.007
H3,-146.44,598.77,107.9102398,-7.1807801,699.0,1.24,2.2,97.6,4,0.009
H3,-141.7,598.77,107.9102827,-7.1807801,699.0,1.27,2.2,101.2,5,0.011
H3,-136.96,598.77,107.9103256,-7.1807801,699.0,1.37,2.4,102.6,6,0.013
H3,-132.22,598.77,107.9103685,-7.1807801,699.0,1.54,2.7,101.7,7,0.016
H3,-127.48,598.77,107.9104115,-7.1807801,698.84,1.74,3.0,99.2,8,0.018
H3,-122.74,598.77,107.9104544,-7.1807801,698.59,1.9,3.3,95.7,9,0.02
H3,-118.0,598.77,107.9104973,-7.1807801,698.34,1.99,3.5,91.2,10,0.022
H3,-113.26,598.77,107.9105402,-7.1807801,698.09,1.96,3.4,85.4,11,0.025
H3,-198.58,594.06,107.9097677,-7.1808227,699.65,1.24,2.2,359.6,2,0.004
H3,-193.84,594.06,107.9098106,-7.1808227,699.65,1.29,2.3,352.1,4,0.009
H3,-189.1,594.06,107.9098536,-7.1808227,699.65,1.24,2.2,347.8,2,0.004
H3,-184.36,594.06,107.9098965,-7.1808227,699.71,1.08,1.9,347.7,2,0.004
H3,-179.62,594.06,107.9099394,-7.1808227,699.8,0.82,1.4,355.4,2,0.004
H3,-174.88,594.06,107.9099823,-7.1808227,699.88,0.59,1.0,21.1,1,0.002
H3,-170.14,594.06,107.9100252,-7.1808227,699.97,0.64,1.1,62.1,1,0.002
H3,-165.4,594.06,107.9100681,-7.1808227,699.83,0.91,1.6,84.7,2,0.004
H3,-160.66,594.06,107.9101111,-7.1808227,699.58,1.17,2.0,93.8,3,0.007
H3,-155.92,594.06,107.910154,-7.1808227,699.33,1.32,2.3,98.5,4,0.009
H3,-151.18,594.06,107.9101969,-7.1808227,699.08,1.36,2.4,101.9,5,0.011
H3,-146.44,594.06,107.9102398,-7.1808227,699.0,1.36,2.4,105.1,6,0.013
H3,-141.7,594.06,107.9102827,-7.1808227,699.0,1.37,2.4,107.6,7,0.016
H3,-136.96,594.06,107.9103256,-7.1808227,699.0,1.43,2.5,108.4,1,0.002
H3,-132.22,594.06,107.9103685,-7.1808227,699.0,1.56,2.7,106.9,2,0.004
H3,-127.48,594.06,107.9104115,-7.1808227,698.84,1.69,3.0,103.8,3,0.007
H3,-122.74,594.06,107.9104544,-7.1808227,698.59,1.79,3.1,99.4,4,0.009
H3,-118.0,594.06,107.9104973,-7.1808227,698.34,1.8,3.1,93.7,5,0.011
H3,-113.26,594.06,107.9105402,-7.1808227,698.09,1.72,3.0,86.1,6,0.013
H3,-203.32,589.35,107.9097248,-7.1808653,699.9,0.51,0.9,4.2,1,0.002
H3,-198.58,589.35,107.9097677,-7.1808653,699.9,0.65,1.1,351.1,1,0.002
H3,-193.84,589.35,107.9098106,-7.1808653,699.9,0.72,1.3,346.1,3,0.007
H3,-189.1,589.35,107.9098536,-7.1808653,699.9,0.67,1.2,346.5,1,0.002
H3,-184.36,589.35,107.9098965,-7.1808653,699.92,0.5,0.9,355.7,1,0.002
H3,-179.62,589.35,107.9099394,-7.1808653,699.94,0.34,0.6,31.6,1,0.002
H3,-174.88,589.35,107.9099823,-7.1808653,699.97,0.47,0.8,84.7,1,0.002
H3,-170.14,589.35,107.9100252,-7.1808653,699.99,0.8,1.4,102.9,1,0.002
H3,-165.4,589.35,107.9100681,-7.1808653,699.83,1.12,2.0,108.0,1,0.002
H3,-160.66,589.35,107.9101111,-7.1808653,699.58,1.36,2.4,109.6,1,0.002
H3,-155.92,589.35,107.910154,-7.1808653,699.33,1.47,2.6,110.5,1,0.002
H3,-151.18,589.35,107.9101969,-7.1808653,699.08,1.5,2.6,111.7,1,0.002
H3,-146.44,589.35,107.9102398,-7.1808653,699.0,1.48,2.6,113.5,1,0.002
H3,-141.7,589.35,107.9102827,-7.1808653,699.0,1.48,2.6,115.1,1,0.002
H3,-136.96,589.35,107.9103256,-7.1808653,699.0,1.52,2.7,115.4,8,0.018
H3,-132.22,589.35,107.9103685,-7.1808653,699.0,1.59,2.8,113.7,1,0.002
H3,-127.48,589.35,107.9104115,-7.1808653,698.84,1.65,2.9,110.2,1,0.002
H3,-122.74,589.35,107.9104544,-7.1808653,698.59,1.67,2.9,105.2,2,0.004
H3,-118.0,589.35,107.9104973,-7.1808653,698.34,1.59,2.8,98.4,3,0.007
H3,-113.26,589.35,107.9105402,-7.1808653,698.09,1.45,2.5,88.9,4,0.009
H3,-203.32,584.64,107.9097248,-7.1809079,699.88,0.16,0.3,230.8,1,0.002
H3,-198.58,584.64,107.9097677,-7.1809079,699.91,0.2,0.4,278.2,1,0.002
H3,-193.84,584.64,107.9098106,-7.1809079,699.95,0.2,0.4,295.0,1,0.002
H3,-189.1,584.64,107.9098536,-7.1809079,699.99,0.08,0.1,305.1,1,0.002
H3,-184.36,584.64,107.9098965,-7.1809079,699.97,0.16,0.3,121.7,1,0.002
H3,-179.62,584.64,107.9099394,-7.1809079,699.94,0.48,0.8,125.1,1,0.002
H3,-174.88,584.64,107.9099823,-7.1809079,699.9,0.84,1.5,125.7,1,0.002
H3,-170.14,584.64,107.9100252,-7.1809079,699.86,1.17,2.0,125.1,2,0.004
H3,-165.4,584.64,107.9100681,-7.1809079,699.71,1.42,2.5,123.8,2,0.004
H3,-160.66,584.64,107.9101111,-7.1809079,699.5,1.58,2.8,122.4,2,0.004
H3,-155.92,584.64,107.910154,-7.1809079,699.29,1.65,2.9,121.3,2,0.004
H3,-151.18,584.64,107.9101969,-7.1809079,699.07,1.65,2.9,121.1,2,0.004
H3,-146.44,584.64,107.9102398,-7.1809079,698.98,1.62,2.8,121.6,2,0.004
H3,-141.7,584.64,107.9102827,-7.1809079,698.94,1.61,2.8,122.3,2,0.004
H3,-136.96,584.64,107.9103256,-7.1809079,698.9,1.62,2.8,122.2,2,0.004
H3,-132.22,584.64,107.9103685,-7.1809079,698.86,1.64,2.9,120.6,9,0.02
H3,-127.48,584.64,107.9104115,-7.1809079,698.71,1.62,2.8,117.3,2,0.004
H3,-122.74,584.64,107.9104544,-7.1809079,698.5,1.54,2.7,112.2,1,0.002
H3,-118.0,584.64,107.9104973,-7.1809079,698.29,1.38,2.4,104.8,2,0.004
H3,-113.26,584.64,107.9105402,-7.1809079,698.07,1.16,2.0,93.6,3,0.007
H3,-203.32,579.93,107.9097248,-7.1809504,699.67,0.67,1.2,203.1,2,0.004
H3,-198.58,579.93,107.9097677,-7.1809504,699.77,0.59,1.0,208.9,1,0.002
H3,-193.84,579.93,107.9098106,-7.1809504,699.87,0.52,0.9,201.7,1,0.002
H3,-189.1,579.93,107.9098536,-7.1809504,699.97,0.52,0.9,178.8,1,0.002
H3,-184.36,579.93,107.9098965,-7.1809504,699.93,0.71,1.2,156.2,1,0.002
H3,-179.62,579.93,107.9099394,-7.1809504,699.83,1.0,1.8,144.6,2,0.004
H3,-174.88,579.93,107.9099823,-7.1809504,699.73,1.32,2.3,139.4,2,0.004
H3,-170.14,579.93,107.9100252,-7.1809504,699.63,1.57,2.7,136.6,2,0.004
H3,-165.4,579.93,107.9100681,-7.1809504,699.5,1.74,3.0,134.4,3,0.007
H3,-160.66,579.93,107.9101111,-7.1809504,699.35,1.82,3.2,132.5,3,0.007
H3,-155.92,579.93,107.910154,-7.1809504,699.2,1.83,3.2,130.8,3,0.007
H3,-151.18,579.93,107.9101969,-7.1809504,699.05,1.8,3.1,129.6,3,0.007
H3,-146.44,579.93,107.9102398,-7.1809504,698.93,1.77,3.1,129.0,3,0.007
H3,-141.7,579.93,107.9102827,-7.1809504,698.84,1.74,3.0,128.7,3,0.007
H3,-136.96,579.93,107.9103256,-7.1809504,698.73,1.71,3.0,128.2,3,0.007
H3,-132.22,579.93,107.9103685,-7.1809504,698.64,1.67,2.9,126.7,3,0.007
H3,-127.48,579.93,107.9104115,-7.1809504,698.5,1.57,2.7,124.0,10,0.022
H3,-122.74,579.93,107.9104544,-7.1809504,698.35,1.4,2.4,119.5,3,0.007
H3,-118.0,579.93,107.9104973,-7.1809504,698.2,1.16,2.0,112.2,4,0.009
H3,-113.26,579.93,107.9105402,-7.1809504,698.05,0.87,1.5,99.4,5,0.011
H3,-203.32,575.22,107.9097248,-7.180993,699.46,1.05,1.8,199.9,4,0.009
H3,-198.58,575.22,107.9097677,-7.180993,699.62,1.0,1.7,199.8,1,0.002
H3,-193.84,575.22,107.9098106,-7.180993,699.79,0.96,1.7,190.6,2,0.004
H3,-189.1,575.22,107.9098536,-7.180993,699.95,1.02,1.8,174.6,2,0.004
H3,-184.36,575.22,107.9098965,-7.180993,699.89,1.22,2.1,159.5,1,0.002
H3,-179.62,575.22,107.9099394,-7.180993,699.73,1.5,2.6,150.2,2,0.004
H3,-174.88,575.22,107.9099823,-7.180993,699.57,1.77,3.1,145.5,3,0.007
H3,-170.14,575.22,107.9100252,-7.180993,699.41,1.96,3.4,143.3,3,0.007
H3,-165.4,575.22,107.9100681,-7.180993,699.29,2.05,3.6,141.9,3,0.007
H3,-160.66,575.22,107.9101111,-7.180993,699.2,2.06,3.6,140.6,4,0.009
H3,-155.92,575.22,107.910154,-7.180993,699.12,2.02,3.5,139.0,4,0.009
H3,-151.18,575.22,107.9101969,-7.180993,699.03,1.95,3.4,137.3,4,0.009
H3,-146.44,575.22,107.9102398,-7.180993,698.89,1.89,3.3,135.7,4,0.009
H3,-141.7,575.22,107.9102827,-7.180993,698.73,1.84,3.2,134.5,4,0.009
H3,-136.96,575.22,107.9103256,-7.180993,698.57,1.76,3.1,133.4,4,0.009
H3,-132.22,575.22,107.9103685,-7.180993,698.41,1.65,2.9,132.1,4,0.009
H3,-127.48,575.22,107.9104115,-7.180993,698.29,1.48,2.6,130.1,4,0.009
H3,-122.74,575.22,107.9104544,-7.180993,698.21,1.23,2.1,126.7,11,0.025
H3,-118.0,575.22,107.9104973,-7.180993,698.12,0.92,1.6,120.6,1,0.002
H3,-203.32,570.51,107.9097248,-7.1810356,699.26,1.25,2.2,197.9,5,0.011
H3,-198.58,570.51,107.9097677,-7.1810356,699.48,1.26,2.2,195.0,2,0.004
H3,-193.84,570.51,107.9098106,-7.1810356,699.71,1.29,2.3,185.2,3,0.007
H3,-189.1,570.51,107.9098536,-7.1810356,699.93,1.42,2.5,171.6,3,0.007
H3,-184.36,570.51,107.9098965,-7.1810356,699.85,1.66,2.9,159.7,1,0.002
H3,-179.62,570.51,107.9099394,-7.1810356,699.62,1.94,3.4,152.3,2,0.004
H3,-174.88,570.51,107.9099823,-7.1810356,699.4,2.17,3.8,148.7,3,0.007
H3,-170.14,570.51,107.9100252,-7.1810356,699.18,2.3,4.0,147.5,4,0.009
H3,-165.4,570.51,107.9100681,-7.1810356,699.09,2.33,4.1,147.2,4,0.009
H3,-160.66,570.51,107.9101111,-7.1810356,699.06,2.29,4.0,146.9,4,0.009
H3,-155.92,570.51,107.910154,-7.1810356,699.04,2.2,3.8,146.0,5,0.011
H3,-151.18,570.51,107.9101969,-7.1810356,699.01,2.09,3.7,144.3,5,0.011
H3,-146.44,570.51,107.9102398,-7.1810356,698.85,2.0,3.5,142.2,5,0.011
H3,-141.7,570.51,107.9102827,-7.1810356,698.63,1.9,3.3,140.2,5,0.011
H3,-136.96,570.51,107.9103256,-7.1810356,698.4,1.77,3.1,138.7,5,0.011
H3,-132.22,570.51,107.9103685,-7.1810356,698.18,1.59,2.8,137.5,5,0.011
H3,-127.48,570.51,107.9104115,-7.1810356,698.09,1.35,2.3,136.4,5,0.011
H3,-122.74,570.51,107.9104544,-7.1810356,698.06,1.03,1.8,135.0,5,0.011
H3,-118.0,570.51,107.9104973,-7.1810356,698.04,0.67,1.2,132.0,12,0.027
H3,-203.32,565.81,107.9097248,-7.1810782,699.15,1.29,2.3,194.7,6,0.013
H3,-198.58,565.81,107.9097677,-7.1810782,699.36,1.38,2.4,189.9,3,0.007
H3,-193.84,565.81,107.9098106,-7.1810782,699.57,1.51,2.6,179.7,4,0.009
H3,-189.1,565.81,107.9098536,-7.1810782,699.79,1.72,3.0,167.9,4,0.009
H3,-184.36,565.81,107.9098965,-7.1810782,699.68,2.01,3.5,158.4,1,0.002
H3,-179.62,565.81,107.9099394,-7.1810782,699.43,2.29,4.0,152.8,2,0.004
H3,-174.88,565.81,107.9099823,-7.1810782,699.18,2.49,4.4,150.4,3,0.007
H3,-170.14,565.81,107.9100252,-7.1810782,698.93,2.58,4.5,150.2,4,0.009
H3,-165.4,565.81,107.9100681,-7.1810782,698.85,2.57,4.5,151.1,5,0.011
H3,-160.66,565.81,107.9101111,-7.1810782,698.85,2.48,4.3,152.0,5,0.011
H3,-155.92,565.81,107.910154,-7.1810782,698.85,2.36,4.1,152.0,5,0.011
H3,-151.18,565.81,107.9101969,-7.1810782,698.85,2.22,3.9,150.8,6,0.013
H3,-146.44,565.81,107.9102398,-7.1810782,698.71,2.08,3.6,148.8,6,0.013
H3,-141.7,565.81,107.9102827,-7.1810782,698.5,1.92,3.4,146.6,6,0.013
H3,-136.96,565.81,107.9103256,-7.1810782,698.29,1.74,3.0,145.0,6,0.013
H3,-132.22,565.81,107.9103685,-7.1810782,698.07,1.5,2.6,144.3,6,0.013
H3,-127.48,565.81,107.9104115,-7.1810782,698.0,1.19,2.1,144.8,6,0.013
H3,-122.74,565.81,107.9104544,-7.1810782,698.0,0.84,1.5,147.1,6,0.013
H3,-118.0,565.81,107.9104973,-7.1810782,698.0,0.45,0.8,154.9,18,0.04
H3,-208.06,561.1,107.9096819,-7.1811208,699.0,1.08,1.9,189.1,7,0.016
H3,-203.32,561.1,107.9097248,-7.1811208,699.11,1.24,2.2,188.9,7,0.016
H3,-198.58,561.1,107.9097677,-7.1811208,699.25,1.42,2.5,182.6,4,0.009
H3,-193.84,561.1,107.9098106,-7.1811208,699.41,1.66,2.9,172.9,5,0.011
H3,-189.1,561.1,107.9098536,-7.1811208,699.55,1.96,3.4,163.3,1,0.002
H3,-184.36,561.1,107.9098965,-7.1811208,699.43,2.29,4.0,156.1,5,0.011
H3,-179.62,561.1,107.9099394,-7.1811208,699.18,2.57,4.5,152.1,2,0.004
H3,-174.88,561.1,107.9099823,-7.1811208,698.93,2.75,4.8,151.0,3,0.007
H3,-170.14,561.1,107.9100252,-7.1811208,698.68,2.8,4.9,151.9,4,0.009
