hamparan,x_m,y_m,lon,lat,elev_m,lereng_deg,lereng_persen,arah_hadap_deg,akumulasi_sel,tangkapan_ha
H2,246.98,151.43,107.9138018,-7.1848251,691.05,4.26,7.5,108.7,9,0.02
H2,251.72,151.43,107.9138447,-7.1848251,690.67,4.54,7.9,111.1,36010,80.899
H2,256.46,151.43,107.9138876,-7.1848251,690.17,4.63,8.1,113.6,18,0.04
H2,261.2,151.43,107.9139305,-7.1848251,689.68,4.49,7.9,116.2,7,0.016
H2,265.94,151.43,107.9139734,-7.1848251,689.18,4.13,7.2,119.3,17,0.038
H2,270.68,151.43,107.9140164,-7.1848251,688.8,3.58,6.2,123.2,8,0.018
H2,275.42,151.43,107.9140593,-7.1848251,688.57,2.87,5.0,128.7,24,0.054
H2,280.16,151.43,107.9141022,-7.1848251,688.35,2.11,3.7,137.5,25,0.056
H2,284.9,151.43,107.9141451,-7.1848251,688.12,1.41,2.5,153.6,26,0.058
H2,289.64,151.43,107.914188,-7.1848251,688.11,0.95,1.7,183.9,27,0.061
H2,294.38,151.43,107.9142309,-7.1848251,688.36,0.85,1.5,221.4,28,0.063
H2,299.12,151.43,107.9142738,-7.1848251,688.61,0.89,1.5,246.1,29,0.065
H2,303.86,151.43,107.9143168,-7.1848251,688.86,0.8,1.4,261.1,30,0.067
H2,308.6,151.43,107.9143597,-7.1848251,689.0,0.53,0.9,275.7,31,0.07
H2,313.34,151.43,107.9144026,-7.1848251,689.0,0.19,0.3,331.1,37100,83.347
H2,318.08,151.43,107.9144455,-7.1848251,689.0,0.49,0.9,63.4,37101,83.35
H2,322.82,151.43,107.9144884,-7.1848251,689.0,1.0,1.7,77.7,37103,83.354
H2,332.3,151.43,107.9145743,-7.1848251,688.64,1.76,3.1,88.6,37105,83.359
H2,337.04,151.43,107.9146172,-7.1848251,688.39,1.89,3.3,93.6,37106,83.361
H2,341.78,151.43,107.9146601,-7.1848251,688.14,1.85,3.2,100.1,37107,83.363
H2,346.52,151.43,107.914703,-7.1848251,687.99,1.7,3.0,109.8,37108,83.365
H2,351.26,151.43,107.9147459,-7.1848251,687.96,1.53,2.7,124.0,70,0.157
H2,356.0,151.43,107.9147888,-7.1848251,687.94,1.47,2.6,142.3,85,0.191
H2,360.74,151.43,107.9148317,-7.1848251,687.92,1.56,2.7,160.1,1851,4.158
H2,365.48,151.43,107.9148747,-7.1848251,687.91,1.77,3.1,172.9,62,0.139
H2,228.02,146.72,107.9136301,-7.1848677,692.05,2.55,4.5,85.1,5,0.011
H2,232.76,146.72,107.913673,-7.1848677,691.84,3.09,5.4,93.5,6,0.013
H2,237.5,146.72,107.9137159,-7.1848677,691.5,3.64,6.4,99.2,7,0.016
H2,242.24,146.72,107.9137589,-7.1848677,691.17,4.14,7.2,103.3,8,0.018
H2,246.98,146.72,107.9138018,-7.1848677,690.83,4.52,7.9,106.3,9,0.02
H2,251.72,146.72,107.9138447,-7.1848677,690.42,4.73,8.3,108.9,10,0.022
H2,256.46,146.72,107.9138876,-7.1848677,689.92,4.72,8.3,111.2,36021,80.923
H2,261.2,146.72,107.9139305,-7.1848677,689.43,4.47,7.8,113.6,36040,80.966
H2,265.94,146.72,107.9139734,-7.1848677,688.93,3.98,7.0,116.4,8,0.018
H2,270.68,146.72,107.9140164,-7.1848677,688.58,3.29,5.7,120.0,26,0.058
H2,275.42,146.72,107.9140593,-7.1848677,688.42,2.46,4.3,125.1,27,0.061
H2,280.16,146.72,107.9141022,-7.1848677,688.25,1.59,2.8,134.5,28,0.063
H2,284.9,146.72,107.9141451,-7.1848677,688.09,0.83,1.5,158.6,29,0.065
H2,289.64,146.72,107.914188,-7.1848677,688.11,0.58,1.0,222.7,30,0.067
H2,294.38,146.72,107.9142309,-7.1848677,688.36,0.87,1.5,263.9,31,0.07
H2,299.12,146.72,107.9142738,-7.1848677,688.61,1.08,1.9,280.4,32,0.072
H2,303.86,146.72,107.9143168,-7.1848677,688.86,1.07,1.9,293.3,33,0.074
H2,308.6,146.72,107.9143597,-7.1848677,689.0,0.89,1.5,311.6,36765,82.595
H2,313.34,146.72,107.9144026,-7.1848677,689.0,0.7,1.2,346.6,1,0.002
H2,318.08,146.72,107.9144455,-7.1848677,689.0,0.82,1.4,31.4,1,0.002
H2,322.82,146.72,107.9144884,-7.1848677,689.0,1.22,2.1,57.5,2,0.004
H2,327.56,146.72,107.9145313,-7.1848677,688.89,1.64,2.9,70.8,5,0.011
H2,332.3,146.72,107.9145743,-7.1848677,688.64,1.96,3.4,79.4,6,0.013
H2,337.04,146.72,107.9146172,-7.1848677,688.39,2.11,3.7,86.6,7,0.016
H2,341.78,146.72,107.9146601,-7.1848677,688.14,2.1,3.7,94.5,8,0.018
H2,346.52,146.72,107.914703,-7.1848677,687.96,1.97,3.4,104.6,9,0.02
H2,228.02,142.01,107.9136301,-7.1849103,692.08,2.98,5.2,83.2,6,0.013
H2,232.76,142.01,107.913673,-7.1849103,691.81,3.5,6.1,91.2,7,0.016
H2,237.5,142.01,107.9137159,-7.1849103,691.41,4.01,7.0,96.9,8,0.018
H2,242.24,142.01,107.9137589,-7.1849103,691.02,4.45,7.8,100.9,9,0.02
H2,246.98,142.01,107.9138018,-7.1849103,690.62,4.75,8.3,103.9,10,0.022
H2,251.72,142.01,107.9138447,-7.1849103,690.17,4.87,8.5,106.3,11,0.025
H2,256.46,142.01,107.9138876,-7.1849103,689.68,4.75,8.3,108.4,12,0.027
H2,261.2,142.01,107.9139305,-7.1849103,689.18,4.37,7.6,110.4,13,0.029
H2,265.94,142.01,107.9139734,-7.1849103,688.68,3.74,6.5,112.7,36054,80.997
H2,270.68,142.01,107.9140164,-7.1849103,688.36,2.92,5.1,115.4,36055,81.0
H2,275.42,142.01,107.9140593,-7.1849103,688.26,1.97,3.4,119.2,36056,81.002
H2,280.16,142.01,107.9141022,-7.1849103,688.16,0.99,1.7,127.6,36057,81.004
H2,284.9,142.01,107.9141451,-7.1849103,688.05,0.22,0.4,196.9,36058,81.006
H2,289.64,142.01,107.914188,-7.1849103,688.11,0.77,1.3,283.1,36059,81.009
H2,299.12,142.01,107.9142738,-7.1849103,688.61,1.56,2.7,302.0,36061,81.013
H2,303.86,142.01,107.9143168,-7.1849103,688.86,1.59,2.8,311.9,36722,82.498
H2,308.6,142.01,107.9143597,-7.1849103,689.0,1.44,2.5,327.2,1,0.002
H2,313.34,142.01,107.9144026,-7.1849103,689.0,1.3,2.3,350.9,8,0.018
H2,318.08,142.01,107.9144455,-7.1849103,689.0,1.35,2.4,20.0,1,0.002
H2,322.82,142.01,107.9144884,-7.1849103,689.0,1.63,2.8,44.2,2,0.004
H2,327.56,142.01,107.9145313,-7.1849103,688.89,1.99,3.5,60.3,4,0.009
H2,332.3,142.01,107.9145743,-7.1849103,688.64,2.29,4.0,71.6,5,0.011
H2,337.04,142.01,107.9146172,-7.1849103,688.39,2.45,4.3,80.8,6,0.013
H2,341.78,142.01,107.9146601,-7.1849103,688.14,2.44,4.3,89.8,7,0.016
H2,346.52,142.01,107.914703,-7.1849103,687.94,2.32,4.1,100.1,8,0.018
H2,223.28,137.3,107.9135872,-7.1849528,692.32,2.96,5.2,72.9,5,0.011
H2,228.02,137.3,107.9136301,-7.1849528,692.11,3.42,6.0,82.6,6,0.013
H2,232.76,137.3,107.913673,-7.1849528,691.78,3.91,6.8,89.7,7,0.016
H2,237.5,137.3,107.9137159,-7.1849528,691.32,4.37,7.6,94.7,8,0.018
H2,242.24,137.3,107.9137589,-7.1849528,690.86,4.73,8.3,98.3,9,0.02
H2,246.98,137.3,107.9138018,-7.1849528,690.4,4.95,8.7,101.0,10,0.022
H2,251.72,137.3,107.9138447,-7.1849528,689.92,4.96,8.7,103.0,11,0.025
H2,256.46,137.3,107.9138876,-7.1849528,689.43,4.72,8.2,104.7,12,0.027
H2,261.2,137.3,107.9139305,-7.1849528,688.93,4.21,7.4,106.1,13,0.029
H2,265.94,137.3,107.9139734,-7.1849528,688.43,3.44,6.0,107.4,14,0.031
H2,270.68,137.3,107.9140164,-7.1849528,688.14,2.49,4.4,108.3,15,0.034
H2,275.42,137.3,107.9140593,-7.1849528,688.1,1.44,2.5,107.9,16,0.036
H2,280.16,137.3,107.9141022,-7.1849528,688.06,0.39,0.7,95.8,17,0.038
H2,284.9,137.3,107.9141451,-7.1849528,688.02,0.61,1.1,309.4,18,0.04
H2,289.64,137.3,107.914188,-7.1849528,688.11,1.39,2.4,305.5,19,0.043
H2,294.38,137.3,107.9142309,-7.1849528,688.36,1.93,3.4,308.0,20,0.045
H2,299.12,137.3,107.9142738,-7.1849528,688.61,2.19,3.8,313.3,657,1.476
H2,303.86,137.3,107.9143168,-7.1849528,688.86,2.22,3.9,321.8,2,0.004
H2,308.6,137.3,107.9143597,-7.1849528,689.0,2.09,3.6,334.9,1,0.002
H2,313.34,137.3,107.9144026,-7.1849528,689.0,1.95,3.4,353.6,7,0.016
H2,318.08,137.3,107.9144455,-7.1849528,689.0,1.96,3.4,16.1,1,0.002
H2,322.82,137.3,107.9144884,-7.1849528,689.0,2.17,3.8,37.2,3,0.007
H2,327.56,137.3,107.9145313,-7.1849528,688.89,2.47,4.3,53.7,2,0.004
H2,332.3,137.3,107.9145743,-7.1849528,688.64,2.75,4.8,66.1,6,0.013
H2,337.04,137.3,107.9146172,-7.1849528,688.39,2.9,5.1,76.4,7,0.016
H2,341.78,137.3,107.9146601,-7.1849528,688.14,2.9,5.1,85.9,8,0.018
H2,346.52,137.3,107.914703,-7.1849528,687.91,2.76,4.8,96.1,9,0.02
H2,223.28,132.59,107.9135872,-7.1849954,692.41,3.35,5.8,75.1,6,0.013
H2,228.02,132.59,107.9136301,-7.1849954,692.14,3.83,6.7,83.0,7,0.016
H2,232.76,132.59,107.913673,-7.1849954,691.76,4.3,7.5,88.7,8,0.018
H2,237.5,132.59,107.9137159,-7.1849954,691.26,4.7,8.2,92.9,9,0.02
H2,242.24,132.59,107.9137589,-7.1849954,690.77,4.98,8.7,95.8,10,0.022
H2,246.98,132.59,107.9138018,-7.1849954,690.27,5.09,8.9,97.9,11,0.025
H2,251.72,132.59,107.9138447,-7.1849954,689.77,4.99,8.7,99.3,12,0.027
H2,256.46,132.59,107.9138876,-7.1849954,689.27,4.63,8.1,100.3,13,0.029
H2,261.2,132.59,107.9139305,-7.1849954,688.77,4.0,7.0,100.7,14,0.031
H2,265.94,132.59,107.9139734,-7.1849954,688.27,3.12,5.4,100.2,15,0.034
H2,270.68,132.59,107.9140164,-7.1849954,688.01,2.07,3.6,97.3,16,0.036
H2,275.42,132.59,107.9140593,-7.1849954,688.04,0.98,1.7,83.6,17,0.038
H2,280.16,132.59,107.9141022,-7.1849954,688.06,0.54,0.9,355.2,18,0.04
H2,284.9,132.59,107.9141451,-7.1849954,688.08,1.35,2.4,317.3,19,0.043
H2,289.64,132.59,107.914188,-7.1849954,688.21,2.1,3.7,312.8,20,0.045
H2,294.38,132.59,107.9142309,-7.1849954,688.49,2.62,4.6,314.2,631,1.418
H2,299.12,132.59,107.9142738,-7.1849954,688.76,2.86,5.0,318.8,3,0.007
H2,303.86,132.59,107.9143168,-7.1849954,689.03,2.86,5.0,326.8,2,0.004
H2,308.6,132.59,107.9143597,-7.1849954,689.19,2.71,4.7,338.9,1,0.002
H2,313.34,132.59,107.9144026,-7.1849954,689.19,2.56,4.5,355.5,6,0.013
H2,318.08,132.59,107.9144455,-7.1849954,689.19,2.55,4.5,15.4,2,0.004
H2,322.82,132.59,107.9144884,-7.1849954,689.19,2.73,4.8,34.8,1,0.002
H2,327.56,132.59,107.9145313,-7.1849954,689.06,3.02,5.3,50.9,3,0.007
H2,332.3,132.59,107.9145743,-7.1849954,688.76,3.29,5.8,63.5,4,0.009
H2,337.04,132.59,107.9146172,-7.1849954,688.47,3.45,6.0,73.9,5,0.011
H2,341.78,132.59,107.9146601,-7.1849954,688.17,3.44,6.0,83.3,6,0.013
H2,81.08,127.88,107.9122997,-7.185038,690.09,2.44,4.3,194.3,49,0.11
H2,85.82,127.88,107.9123427,-7.185038,690.25,2.65,4.6,203.2,50,0.112
H2,90.56,127.88,107.9123856,-7.185038,690.42,2.9,5.1,209.9,51,0.115
H2,95.3,127.88,107.9124285,-7.185038,690.58,3.13,5.5,214.5,52,0.117
H2,100.04,127.88,107.9124714,-7.185038,690.79,3.3,5.8,217.2,53,0.119
H2,104.78,127.88,107.9125143,-7.185038,691.04,3.39,5.9,218.4,54,0.121
H2,109.52,127.88,107.9125572,-7.185038,691.29,3.36,5.9,218.4,55,0.124
H2,114.26,127.88,107.9126001,-7.185038,691.54,3.22,5.6,217.4,56,0.126
H2,119.0,127.88,107.9126431,-7.185038,691.7,2.99,5.2,215.7,57,0.128
H2,123.74,127.88,107.912686,-7.185038,691.79,2.69,4.7,213.6,58,0.13
H2,223.28,127.88,107.9135872,-7.185038,692.51,3.67,6.4,78.2,2,0.004
H2,228.02,127.88,107.9136301,-7.185038,692.18,4.18,7.3,84.2,3,0.007
H2,232.76,127.88,107.913673,-7.185038,691.76,4.62,8.1,88.5,4,0.009
H2,237.5,127.88,107.9137159,-7.185038,691.26,4.96,8.7,91.5,5,0.011
H2,242.24,127.88,107.9137589,-7.185038,690.77,5.16,9.0,93.6,6,0.013
H2,246.98,127.88,107.9138018,-7.185038,690.27,5.18,9.1,94.9,7,0.016
H2,251.72,127.88,107.9138447,-7.185038,689.77,4.98,8.7,95.5,8,0.018
H2,256.46,127.88,107.9138876,-7.185038,689.27,4.51,7.9,95.5,9,0.02
H2,261.2,127.88,107.9139305,-7.185038,688.77,3.78,6.6,94.4,10,0.022
H2,265.94,127.88,107.9139734,-7.185038,688.27,2.81,4.9,91.2,11,0.025
H2,270.68,127.88,107.9140164,-7.185038,688.04,1.72,3.0,81.3,12,0.027
H2,275.42,127.88,107.9140593,-7.185038,688.12,0.86,1.5,41.0,13,0.029
H2,280.16,127.88,107.9141022,-7.185038,688.21,1.19,2.1,335.6,14,0.031
H2,289.64,127.88,107.914188,-7.185038,688.49,2.78,4.9,315.1,603,1.355
H2,294.38,127.88,107.9142309,-7.185038,688.83,3.25,5.7,316.5,4,0.009
H2,299.12,127.88,107.9142738,-7.185038,689.16,3.44,6.0,321.1,3,0.007
H2,303.86,127.88,107.9143168,-7.185038,689.5,3.39,5.9,329.0,2,0.004
H2,308.6,127.88,107.9143597,-7.185038,689.68,3.2,5.6,340.9,1,0.002
H2,313.34,127.88,107.9144026,-7.185038,689.68,3.02,5.3,357.2,5,0.011
H2,318.08,127.88,107.9144455,-7.185038,689.68,3.0,5.2,16.6,1,0.002
H2,322.82,127.88,107.9144884,-7.185038,689.68,3.2,5.6,35.6,2,0.004
H2,327.56,127.88,107.9145313,-7.185038,689.5,3.54,6.2,51.3,3,0.007
H2,332.3,127.88,107.9145743,-7.185038,689.09,3.86,6.8,63.6,4,0.009
H2,337.04,127.88,107.9146172,-7.185038,688.66,4.05,7.1,73.5,5,0.011
H2,341.78,127.88,107.9146601,-7.185038,688.24,4.04,7.1,82.2,6,0.013
H2,76.34,123.18,107.9122568,-7.1850806,690.05,2.14,3.7,182.6,54,0.121
H2,81.08,123.18,107.9122997,-7.1850806,690.05,2.24,3.9,194.0,55,0.124
H2,85.82,123.18,107.9123427,-7.1850806,690.16,2.42,4.2,203.8,56,0.126
H2,90.56,123.18,107.9123856,-7.1850806,690.26,2.66,4.6,211.1,57,0.128
H2,95.3,123.18,107.9124285,-7.1850806,690.36,2.9,5.1,215.9,58,0.13
H2,100.04,123.18,107.9124714,-7.1850806,690.54,3.11,5.4,218.7,59,0.133
H2,104.78,123.18,107.9125143,-7.1850806,690.79,3.24,5.7,220.0,60,0.135
H2,109.52,123.18,107.9125572,-7.1850806,691.04,3.27,5.7,220.3,61,0.137
H2,114.26,123.18,107.9126001,-7.1850806,691.29,3.2,5.6,219.9,62,0.139
H2,119.0,123.18,107.9126431,-7.1850806,691.49,3.02,5.3,219.1,63,0.142
H2,123.74,123.18,107.912686,-7.1850806,691.63,2.75,4.8,218.2,64,0.144
H2,128.48,123.18,107.9127289,-7.1850806,691.78,2.42,4.2,217.4,65,0.146
H2,133.22,123.18,107.9127718,-7.1850806,691.93,2.07,3.6,217.0,66,0.148
H2,223.28,123.18,107.9135872,-7.1850806,692.61,3.92,6.9,82.3,3,0.007
H2,228.02,123.18,107.9136301,-7.1850806,692.21,4.44,7.8,86.3,4,0.009
H2,232.76,123.18,107.913673,-7.1850806,691.76,4.85,8.5,89.0,5,0.011
H2,237.5,123.18,107.9137159,-7.1850806,691.26,5.13,9.0,90.9,6,0.013
H2,242.24,123.18,107.9137589,-7.1850806,690.77,5.26,9.2,92.0,7,0.016
H2,246.98,123.18,107.9138018,-7.1850806,690.27,5.2,9.1,92.4,8,0.018
H2,251.72,123.18,107.9138447,-7.1850806,689.77,4.92,8.6,92.1,9,0.02
H2,256.46,123.18,107.9138876,-7.1850806,689.27,4.37,7.6,90.8,10,0.022
H2,261.2,123.18,107.9139305,-7.1850806,688.77,3.56,6.2,87.9,11,0.025
H2,265.94,123.18,107.9139734,-7.1850806,688.27,2.55,4.5,80.9,12,0.027
H2,275.42,123.18,107.9140593,-7.1850806,688.21,1.14,2.0,7.7,14,0.031
H2,280.16,123.18,107.9141022,-7.1850806,688.36,1.81,3.2,329.0,15,0.034
H2,284.9,123.18,107.9141451,-7.1850806,688.51,2.67,4.7,317.6,578,1.299
H2,289.64,123.18,107.914188,-7.1850806,688.77,3.35,5.9,315.1,5,0.011
H2,294.38,123.18,107.9142309,-7.1850806,689.17,3.76,6.6,316.6,4,0.009
H2,299.12,123.18,107.9142738,-7.1850806,689.56,3.87,6.8,321.2,3,0.007
H2,303.86,123.18,107.9143168,-7.1850806,689.96,3.73,6.5,329.3,2,0.004
H2,308.6,123.18,107.9143597,-7.1850806,690.18,3.46,6.0,341.7,1,0.002
H2,313.34,123.18,107.9144026,-7.1850806,690.18,3.23,5.6,359.0,4,0.009
H2,318.08,123.18,107.9144455,-7.1850806,690.18,3.24,5.7,19.6,1,0.002
H2,322.82,123.18,107.9144884,-7.1850806,690.18,3.52,6.2,39.0,2,0.004
H2,327.56,123.18,107.9145313,-7.1850806,689.95,3.97,6.9,54.4,3,0.007
H2,332.3,123.18,107.9145743,-7.1850806,689.41,4.39,7.7,65.9,5,0.011
H2,337.04,123.18,107.9146172,-7.1850806,688.86,4.64,8.1,74.8,6,0.013
H2,341.78,123.18,107.9146601,-7.1850806,688.32,4.64,8.1,82.3,7,0.016
H2,28.94,118.47,107.9118277,-7.1851231,691.0,0.85,1.5,132.8,76,0.171
H2,33.68,118.47,107.9118706,-7.1851231,691.0,1.18,2.1,133.1,77,0.173
H2,38.42,118.47,107.9119135,-7.1851231,691.0,1.51,2.6,134.5,78,0.175
H2,71.6,118.47,107.9122139,-7.1851231,690.06,2.13,3.7,171.3,85,0.191
H2,76.34,118.47,107.9122568,-7.1851231,690.02,2.09,3.7,182.6,86,0.193
H2,81.08,118.47,107.9122997,-7.1851231,690.02,2.15,3.7,194.1,87,0.195
H2,85.82,118.47,107.9123427,-7.1851231,690.06,2.29,4.0,204.1,88,0.198
H2,90.56,118.47,107.9123856,-7.1851231,690.1,2.5,4.4,211.5,89,0.2
H2,95.3,118.47,107.9124285,-7.1851231,690.14,2.73,4.8,216.4,90,0.202
H2,100.04,118.47,107.9124714,-7.1851231,690.29,2.95,5.2,219.3,91,0.204
H2,104.78,118.47,107.9125143,-7.1851231,690.54,3.11,5.4,220.7,92,0.207
H2,109.52,118.47,107.9125572,-7.1851231,690.79,3.2,5.6,221.4,93,0.209
H2,114.26,118.47,107.9126001,-7.1851231,691.04,3.19,5.6,221.5,94,0.211
H2,119.0,118.47,107.9126431,-7.1851231,691.27,3.07,5.4,221.6,95,0.213
H2,123.74,118.47,107.912686,-7.1851231,691.48,2.86,5.0,221.7,96,0.216
H2,128.48,118.47,107.9127289,-7.1851231,691.69,2.57,4.5,222.1,97,0.218
H2,133.22,118.47,107.9127718,-7.1851231,691.9,2.24,3.9,223.2,98,0.22
H2,223.28,118.47,107.9135872,-7.1851231,692.7,4.09,7.2,87.2,4,0.009
H2,228.02,118.47,107.9136301,-7.1851231,692.24,4.6,8.0,89.2,5,0.011
H2,232.76,118.47,107.913673,-7.1851231,691.76,4.98,8.7,90.5,6,0.013
H2,237.5,118.47,107.9137159,-7.1851231,691.26,5.22,9.1,91.2,7,0.016
H2,242.24,118.47,107.9137589,-7.1851231,690.77,5.29,9.3,91.3,8,0.018
H2,246.98,118.47,107.9138018,-7.1851231,690.27,5.16,9.0,90.8,9,0.02
H2,251.72,118.47,107.9138447,-7.1851231,689.77,4.8,8.4,89.5,10,0.022
H2,256.46,118.47,107.9138876,-7.1851231,689.27,4.19,7.3,86.9,11,0.025
H2,261.2,118.47,107.9139305,-7.1851231,688.77,3.34,5.8,81.8,12,0.027
H2,265.94,118.47,107.9139734,-7.1851231,688.27,2.34,4.1,70.5,13,0.029
H2,270.68,118.47,107.9140164,-7.1851231,688.1,1.5,2.6,40.9,509,1.143
H2,275.42,118.47,107.9140593,-7.1851231,688.3,1.53,2.7,350.8,538,1.209
H2,280.16,118.47,107.9141022,-7.1851231,688.52,2.32,4.1,324.8,551,1.238
H2,284.9,118.47,107.9141451,-7.1851231,688.73,3.16,5.5,316.1,6,0.013
H2,289.64,118.47,107.914188,-7.1851231,689.05,3.78,6.6,313.9,5,0.011
H2,294.38,118.47,107.9142309,-7.1851231,689.51,4.1,7.2,315.4,4,0.009
H2,299.12,118.47,107.9142738,-7.1851231,689.96,4.1,7.2,320.0,3,0.007
H2,303.86,118.47,107.9143168,-7.1851231,690.43,3.83,6.7,328.4,2,0.004
H2,308.6,118.47,107.9143597,-7.1851231,690.68,3.45,6.0,341.9,1,0.002
H2,313.34,118.47,107.9144026,-7.1851231,690.68,3.18,5.6,1.6,3,0.007
H2,318.08,118.47,107.9144455,-7.1851231,690.68,3.25,5.7,24.6,1,0.002
H2,322.82,118.47,107.9144884,-7.1851231,690.68,3.69,6.4,44.8,2,0.004
H2,327.56,118.47,107.9145313,-7.1851231,690.39,4.3,7.5,59.4,4,0.009
H2,332.3,118.47,107.9145743,-7.1851231,689.73,4.85,8.5,69.6,1,0.002
H2,337.04,118.47,107.9146172,-7.1851231,689.06,5.18,9.1,77.1,2,0.004
H2,14.72,113.76,107.9116989,-7.1851657,691.0,0.08,0.1,188.0,35,0.079
H2,19.46,113.76,107.9117418,-7.1851657,691.0,0.38,0.7,132.3,36,0.081
H2,24.2,113.76,107.9117848,-7.1851657,690.99,0.73,1.3,128.5,37,0.083
H2,28.94,113.76,107.9118277,-7.1851657,690.96,1.09,1.9,128.7,38,0.085
H2,33.68,113.76,107.9118706,-7.1851657,690.94,1.46,2.5,130.1,39,0.088
H2,38.42,113.76,107.9119135,-7.1851657,690.92,1.81,3.2,131.9,40,0.09
H2,43.16,113.76,107.9119564,-7.1851657,690.77,2.11,3.7,134.3,41,0.092
H2,47.9,113.76,107.9119993,-7.1851657,690.52,2.33,4.1,137.3,42,0.094
H2,52.64,113.76,107.9120422,-7.1851657,690.27,2.45,4.3,141.4,43,0.097
H2,57.38,113.76,107.9120852,-7.1851657,690.02,2.46,4.3,146.7,44,0.099
H2,71.6,113.76,107.9122139,-7.1851657,689.91,2.18,3.8,172.0,47,0.106
H2,76.34,113.76,107.9122568,-7.1851657,689.91,2.13,3.7,183.3,48,0.108
H2,81.08,113.76,107.9122997,-7.1851657,689.92,2.16,3.8,194.4,49,0.11
H2,85.82,113.76,107.9123427,-7.1851657,689.95,2.28,4.0,204.0,50,0.112
H2,90.56,113.76,107.9123856,-7.1851657,689.97,2.45,4.3,211.1,51,0.115
H2,95.3,113.76,107.9124285,-7.1851657,689.99,2.65,4.6,215.9,52,0.117
H2,100.04,113.76,107.9124714,-7.1851657,690.12,2.85,5.0,218.8,53,0.119
H2,104.78,113.76,107.9125143,-7.1851657,690.35,3.02,5.3,220.5,54,0.121
H2,109.52,113.76,107.9125572,-7.1851657,690.58,3.15,5.5,221.5,55,0.124
H2,114.26,113.76,107.9126001,-7.1851657,690.8,3.2,5.6,222.3,56,0.126
H2,119.0,113.76,107.9126431,-7.1851657,691.04,3.15,5.5,223.1,57,0.128
H2,123.74,113.76,107.912686,-7.1851657,691.29,3.0,5.2,224.2,58,0.13
H2,128.48,113.76,107.9127289,-7.1851657,691.54,2.76,4.8,225.5,59,0.133
H2,133.22,113.76,107.9127718,-7.1851657,691.79,2.47,4.3,227.6,60,0.135
H2,223.28,113.76,107.9135872,-7.1851657,692.73,4.19,7.3,92.8,5,0.011
H2,228.02,113.76,107.9136301,-7.1851657,692.25,4.68,8.2,93.0,6,0.013
H2,232.76,113.76,107.913673,-7.1851657,691.76,5.02,8.8,92.9,7,0.016
H2,237.5,113.76,107.9137159,-7.1851657,691.26,5.21,9.1,92.5,8,0.018
H2,242.24,113.76,107.9137589,-7.1851657,690.77,5.23,9.1,91.7,9,0.02
H2,246.98,113.76,107.9138018,-7.1851657,690.27,5.04,8.8,90.4,10,0.022
H2,251.72,113.76,107.9138447,-7.1851657,689.78,4.62,8.1,88.1,11,0.025
H2,256.46,113.76,107.9138876,-7.1851657,689.3,3.96,6.9,84.2,12,0.027
H2,261.2,113.76,107.9139305,-7.1851657,688.82,3.09,5.4,76.8,13,0.029
H2,265.94,113.76,107.9139734,-7.1851657,688.35,2.14,3.7,60.8,26,0.058
H2,270.68,113.76,107.9140164,-7.1851657,688.2,1.53,2.7,23.7,469,1.054
H2,275.42,113.76,107.9140593,-7.1851657,688.45,1.87,3.3,340.9,28,0.063
H2,280.16,113.76,107.9141022,-7.1851657,688.7,2.71,4.7,321.3,6,0.013
H2,284.9,113.76,107.9141451,-7.1851657,688.95,3.51,6.1,314.0,6,0.013
H2,289.64,113.76,107.914188,-7.1851657,689.31,4.05,7.1,312.0,5,0.011
H2,294.38,113.76,107.9142309,-7.1851657,689.81,4.26,7.5,313.3,4,0.009
H2,299.12,113.76,107.9142738,-7.1851657,690.31,4.13,7.2,317.9,3,0.007
H2,303.86,113.76,107.9143168,-7.1851657,690.81,3.72,6.5,326.6,2,0.004
H2,308.6,113.76,107.9143597,-7.1851657,691.08,3.21,5.6,341.9,1,0.002
H2,313.34,113.76,107.9144026,-7.1851657,691.06,2.91,5.1,5.4,2,0.004
H2,318.08,113.76,107.9144455,-7.1851657,691.04,3.11,5.4,31.9,1,0.002
H2,322.82,113.76,107.9144884,-7.1851657,691.01,3.76,6.6,52.4,3,0.007
H2,327.56,113.76,107.9145313,-7.1851657,690.68,4.56,8.0,65.5,4,0.009
H2,332.3,113.76,107.9145743,-7.1851657,689.93,5.24,9.2,74.0,5,0.011
H2,337.04,113.76,107.9146172,-7.1851657,689.18,5.64,9.9,80.0,6,0.013
H2,9.98,109.05,107.911656,-7.1852083,691.0,0.17,0.3,323.6,38,0.085
H2,14.72,109.05,107.9116989,-7.1852083,691.0,0.19,0.3,111.1,39,0.088
H2,19.46,109.05,107.9117418,-7.1852083,691.0,0.55,1.0,119.3,40,0.09
H2,24.2,109.05,107.9117848,-7.1852083,690.95,0.94,1.6,121.7,41,0.092
H2,28.94,109.05,107.9118277,-7.1852083,690.87,1.33,2.3,123.8,42,0.094
H2,33.68,109.05,107.9118706,-7.1852083,690.78,1.71,3.0,126.0,43,0.097
H2,38.42,109.05,107.9119135,-7.1852083,690.7,2.05,3.6,128.3,44,0.099
H2,43.16,109.05,107.9119564,-7.1852083,690.52,2.33,4.1,131.0,45,0.101
H2,47.9,109.05,107.9119993,-7.1852083,690.27,2.51,4.4,134.4,46,0.103
H2,52.64,109.05,107.9120422,-7.1852083,690.02,2.57,4.5,138.9,47,0.106
