berkas_kml,nama_dokumen,lat_pusat,lon_pusat,n_poligon,n_petak,n_blok,n_hamparan,nomor_bolong,luas_naif_ha,luas_union_ha,luas_petak_union_ha,luas_terhitung_ganda_ha,luas_permukaan_ha,faktor_lereng,bentang_bt_m,bentang_us_m,elev_min_m,elev_maks_m,beda_tinggi_lokasi_m,beda_tinggi_dalam_hamparan_maks_m,lereng_rerata_deg,lereng_rerata_persen,lereng_maks_persen,kelas_lereng_dominan,arah_hadap_lokasi_deg,keterpusatan_lokasi,sebar_tegak_dem_m,resolusi_grid_dem_m,resolusi_sumber_dem_m,piksel_sumber_per_petak_median,sumber_dem,persen_luas_datar,persen_luas_landai,persen_luas_agak_curam,persen_luas_curam,persen_luas_sangat_curam
SWH-JB-GRT.kml,SWH-JB-GRT,-7.186194,107.911566,42,41,1,4,5;14;16,9.0021,7.8331,7.6779,1.169,7.8442,1.0014,976.2,926.3,687.9,705.0,17.1,8.2,2.58,4.5,15.7,landai 3-8%,97.6,0.325,3.32,4.74,30,1.14,Terrarium z15 (SRTM/ASTER),32.1,57.9,9.5,0.5,0.0
