berkas_kml,sumber_terrain,lat_pusat,lon_pusat,elevasi_acuan_m,n_petak,n_hamparan,luas_petak_ha,luas_petak_m2,tahun_cuaca,n_musim,sumber_cuaca,hujan_tahunan_rata_mm,jumlah_r80_periode_mm,hujan_tahunan_andalan_mm,eto_rata_mm_hari,metode_eto,bulan_tanam,hari_musim,perkolasi_mm_hari,efisiensi_jaringan,rezim_utama,irigasi_mm,irigasi_m3,irigasi_mm_andalan,irigasi_m3_andalan,debit_l_detik,debit_l_detik_andalan,debit_siap_lahan_l_detik,water_loss_m3,keluar_mm,etc_pct,perkolasi_pct,limpasan_pct,loss_pct_masuk,hujan_mm,masuk_mm,irigasi_mm_FL,keluar_mm_FL,irigasi_mm_SRI,keluar_mm_SRI
SWH-JB-GRT.kml,output-swh-jb-grt,-7.186194,107.911566,696.5,41,4,7.691,76909.6,2015-2025,9,Open-Meteo ERA5-Land + NASA POWER,2450.0,1433.0,1915.0,3.448,FAO-56 Penman-Monteith,Jan,140,2.0,0.65,FL,230.4,17718.7,283.7,21818.8,2.254,2.775,15.834,107980.6,1404.0,34.76,19.94,47.56,87.8,1380.3,1599.1,230.4,1404.0,122.7,1289.0
