petak,kode,nama,jenis,rezim,tanam,bulan_tanam_optimum,terhubung,tingkat,hulu,n_ruas_hilir,panjang_m,panjang_km,luas_ha,luas_m2,luas_layanan_sendiri_ha,luas_layanan_hilir_ha,zona_iklim,cuaca_dari,cuaca_jarak_km,efisiensi_kumulatif,nfr_mm_hari,dr_l_detik_ha,debit_l_detik,debit_l_detik_hilir,debit_l_detik_bersih,debit_l_detik_km,irigasi_m3,irigasi_m3_andalan,irigasi_m3_kotor,irigasi_m3_sendiri,etc_m3_sendiri,perkolasi_m3_sendiri,limpasan_m3_sendiri,water_loss_m3_sendiri,debit_l_detik_sendiri,irigasi_mm,hujan_mm,masuk_mm,keluar_mm,etc_mm,perkolasi_mm,limpasan_mm,etc_m3,perkolasi_m3,limpasan_m3,water_loss_m3,etc_pct,perkolasi_pct,limpasan_pct,loss_pct_masuk,irigasi_pct_masuk,hujan_pct_masuk,elev_rata_m,eto_rata_mm_hari,hujan_tahunan_mm,tma_rata,tma_min,hari_diairi,hari_kering,hari_limpas,n_musim
SS Tegal Buah,R084,SS Tegal Buah,Sekunder,FL,Jan,Jan,True,58.0,SS Copong Kanan,55,9505.764740275474,9.505764740275474,1438.9024923832287,14389024.923832288,0.0,1438.9024923832287,SS Tegal Buah,,0.0,0.81,1.7124469996537401,0.24469121508541095,342.29645525138886,0.0,277.260128753625,36.00935480772999,3353738.517403848,3877771.096892684,4140417.9227207997,0.0,0.0,0.0,0.0,0.0,0.0,239.74257995152362,1427.8000000000002,1667.5425799515237,1421.5870180082725,486.8410403065333,280.0,654.7459777017392,7032812.211296456,4028926.9786730413,11116725.822370375,22178465.01233987,31.71009448752865,18.165941495190886,50.123964017280464,85.25041789635134,14.376998994442053,85.62300100555795,645.0,3.5150161069316486,2564.2272727272725,40.033358973887374,7.611545764150719,50.0,0.0,73.0,9.0
C.1.M,R085,C.1.M,Tersier,FL,Jan,Jan,True,4.0,SS Cikukuk,0,1006.7270480318643,1.0067270480318644,23.131265789648054,231312.65789648055,23.131265789648054,0.0,SS Cikukuk,,0.0,0.9,1.592333306176144,0.204775373736644,4.736713597076828,4.736713597076828,4.263042237369145,4.705062416210063,51565.758903217196,65706.6601575325,57295.28767024133,51565.758903217196,113583.29129494951,64767.54421101455,155466.28005012736,333817.1155560914,4.736713597076828,222.92666286466016,1395.0,1617.92666286466,1443.142448804011,491.0379411479569,280.0,672.1045076560542,113583.29129494951,64767.54421101455,155466.28005012736,333817.1155560914,34.025604440843615,19.402104084184277,46.57229147497211,89.19702492873316,13.778539409811806,86.2214605901882,637.0,3.4839397313562173,2402.2727272727275,39.28438932302264,4.043995821618535,49.0,0.0,65.0,9.0
CD.17.Ka,R086,CD.17.Ka,Tersier,FL,Jan,Jan,True,3.0,SS Ciduga,0,485.3633116030573,0.4853633116030573,69.61865264103564,696186.5264103564,69.61865264103564,0.0,SS Ciduga,,0.0,0.9,1.6459824744990936,0.21167470093866944,14.736507477544325,14.736507477544325,13.262856729789894,30.36180758877841,160427.5150035386,197799.40471574388,178252.79444837623,160427.5150035386,342224.3172110397,194932.2273948998,463657.9527252276,1000814.4973311671,14.736507477544325,230.43754642987312,1380.2999999999997,1610.737546429873,1437.5665994162782,491.5698655870293,280.0,665.996733829249,342224.3172110397,194932.2273948998,463657.9527252276,1000814.4973311671,34.19458032668751,19.477358482987402,46.32806119032509,89.2489656432595,14.306337301233683,85.6936626987663,634.0,3.476017790438906,2450.2454545454543,39.27384603315502,4.033230268891777,49.0,0.0,65.0,9.0
CD.18.Ka,R087,CD.18.Ka,Tersier,FL,Jan,Jan,True,3.0,SS Ciduga,0,240.77758679856157,0.24077758679856157,27.242081468231323,272420.81468231324,27.242081468231323,0.0,SS Ciduga,,0.0,0.9,1.6459824744990936,0.21167470093866944,5.766459447734733,5.766459447734733,5.18981350296126,23.94931988648531,62775.984131819416,77399.76706268234,69751.09347979935,62775.984131819416,133913.86325649373,76277.8281110477,181431.37280552374,391623.0641730652,5.766459447734733,230.43754642987312,1380.2999999999997,1610.737546429873,1437.5665994162782,491.5698655870293,280.0,665.996733829249,133913.86325649373,76277.8281110477,181431.37280552374,391623.0641730652,34.19458032668751,19.4773584829874,46.328061190325094,89.2489656432595,14.306337301233683,85.6936626987663,634.0,3.476017790438906,2450.2454545454543,39.27384603315502,4.033230268891777,49.0,0.0,65.0,9.0
CD.19.Ka,R088,CD.19.Ka,Tersier,FL,Jan,Jan,True,3.0,SS Ciduga,0,180.24259890552534,0.18024259890552535,6.0537958818291795,60537.958818291794,6.0537958818291795,0.0,SS Ciduga,,0.0,0.9,1.6459824744990936,0.21167470093866944,1.2814354328299402,1.2814354328299402,1.1532918895469462,7.109503750007556,13950.218695959864,17199.94823615162,15500.24299551096,13950.218695959864,29758.636279220813,16950.6284691217,40318.08284567192,87027.34759401443,1.2814354328299402,230.43754642987312,1380.2999999999997,1610.737546429873,1437.5665994162782,491.5698655870293,280.0,665.996733829249,29758.636279220813,16950.6284691217,40318.08284567192,87027.34759401443,34.19458032668751,19.477358482987402,46.328061190325094,89.2489656432595,14.306337301233683,85.6936626987663,634.0,3.476017790438906,2450.2454545454543,39.27384603315502,4.033230268891777,49.0,0.0,65.0,9.0
SS Cioray,R089,SS Cioray,Sekunder,FL,Jan,Jan,True,62.0,SS Lewo,3,965.9321989938668,0.9659321989938668,103.86908468855196,1038690.8468855197,0.0,103.86908468855196,SS Cioray,,0.0,0.81,1.4843698817687516,0.2121013205545198,22.03077002723112,22.03077002723112,17.84492372205721,22.807780970733543,215852.19734200407,270800.97957699926,266484.1942493877,0.0,0.0,0.0,0.0,0.0,0.0,207.81178344762523,2031.0000000000002,2238.8117834476257,1967.8971319568232,482.3345266086486,280.0,1205.5626053481744,500996.4579252634,290833.4371279455,1252206.8435226087,2044036.7385758176,24.510149376000584,14.228385999098219,61.2614646249012,87.89917698782114,9.282235558346423,90.71776444165357,529.0,3.627240515785811,3057.4636363636364,41.8470928388393,9.997114145039312,47.0,0.0,92.0,9.0
SS Kresek,R090,SS Kresek,Sekunder,FL,Jan,Jan,True,62.0,SS Cibatu,8,934.7111007754147,0.9347111007754147,74.77258029614494,747725.8029614494,0.0,74.77258029614494,SS Kresek,,0.0,0.81,1.8903894885357155,0.27011738233535026,20.197373660054463,20.197373660054463,16.359872664644115,21.608145707587283,197889.0197515352,220386.00055116392,244307.43179201876,0.0,0.0,0.0,0.0,0.0,0.0,264.65452839500017,1315.3000000000002,1579.9545283950004,1352.732439152867,497.2843471771935,280.0,575.4480919756736,371832.33779322717,209363.22482920584,430277.38663514453,1011472.9492575775,36.761471284640145,20.698845676780454,42.5396830385794,85.6184412172319,16.750768685972876,83.24923131402713,595.0,3.5789807567969807,2307.909090909091,38.18972390157667,5.97921747345362,54.0,0.0,59.0,9.0
KR.2.Ki,R091,KR.2.Ki,Tersier,FL,Jan,Jan,True,63.0,SS Kresek,4,2901.8207337804697,2.9018207337804696,56.71341586166015,567134.1586166015,56.71341586166015,0.0,SS Kresek,,0.0,0.9,1.8903894885357155,0.24310564410181526,13.787351492262998,0.0,12.408616343036698,4.751276097714328,150094.6232853719,167158.10595064657,166771.8036504132,150094.6232853719,282026.9398295436,158797.5644126484,326356.2694701524,767180.7737123445,13.787351492262998,264.65452839500017,1315.3000000000002,1579.9545283950004,1352.732439152867,497.2843471771935,280.0,575.4480919756736,282026.9398295436,158797.56441264844,326356.2694701524,767180.7737123445,36.76147128464014,20.69884567678045,42.5396830385794,85.6184412172319,16.750768685972876,83.24923131402713,595.0,3.5789807567969807,2307.909090909091,38.18972390157667,5.97921747345362,54.0,0.0,59.0,9.0
KR.2.Ki (2),R092,KR.2.Ki,Tersier,FL,Jan,Jan,True,63.0,SS Kresek,2,1254.3934332709287,1.2543934332709286,18.05916443448478,180591.64434484782,18.05916443448478,0.0,SS Kresek,,0.0,0.9,1.8903894885357155,0.24310564410181526,4.3902848017860165,0.0,3.9512563216074152,3.499926486651008,47794.39646616329,53227.89460051734,53104.88496240366,47794.39646616329,89805.39796368356,50565.66041655739,103921.11716499215,244292.1755452331,4.3902848017860165,264.65452839500017,1315.3000000000002,1579.9545283950004,1352.732439152867,497.2843471771935,280.0,575.4480919756736,89805.39796368356,50565.66041655739,103921.11716499215,244292.1755452331,36.76147128464014,20.69884567678045,42.539683038579405,85.6184412172319,16.750768685972876,83.24923131402713,595.0,3.5789807567969807,2307.909090909091,38.18972390157667,5.97921747345362,54.0,0.0,59.0,9.0
Ruas tanpa nama R093,R093,,Tersier,FL,Jan,Jan,False,,,0,144.92064371277348,0.1449206437127735,2.0260552477789115,20260.552477789115,2.0260552477789115,0.0,Ruas tanpa nama R093,,0.0,0.9,1.7163718584403722,0.2207268336471672,0.44720475963646594,0.44720475963646594,0.40248428367281935,3.085859599980846,4868.449895306423,5514.411669849176,5409.388772562692,4868.449895306423,9972.224422503645,5672.954693780953,13171.944802016882,28817.12391830148,0.44720475963646594,240.29206018165212,1427.8000000000002,1668.0920601816524,1422.3266591516995,492.1990371899197,280.0,650.1276219617798,9972.224422503645,5672.954693780953,13171.944802016882,28817.12391830148,34.60520366562459,19.68605440939966,45.70874192497574,85.2666764085437,14.405203760485781,85.59479623951422,555.0,3.5582369115909143,2564.2272727272725,39.96533963003562,7.586242340756124,50.0,0.0,73.0,9.0
CS.4.Ka,R094,CS.4.Ka,Tersier,FL,Jan,Jan,True,4.0,SS Ciseureuh,0,557.3489644218649,0.557348964421865,28.251047448536188,282510.4744853619,28.251047448536188,0.0,SS Ciseureuh,,0.0,0.9,1.9098189323334087,0.24560428656551037,6.938578353326113,6.938578353326113,6.2447205179935015,12.449253154212752,75536.1393856494,83269.0730710177,83929.04376183265,75536.1393856494,139710.66063218005,79102.93285590132,162981.56925851677,381795.16274659813,6.938578353326113,267.3746505266772,1315.3000000000002,1582.6746505266774,1351.4371934070737,494.53267489173777,280.0,576.9045185153359,139710.66063218005,79102.93285590132,162981.56925851677,381795.16274659813,36.593093434478014,20.718683884531785,42.68822268099021,85.38945088665866,16.893848046261507,83.1061519537385,641.0,3.5572069623064433,2307.909090909091,38.23100485849394,6.0601164272994845,54.0,0.0,59.0,9.0
CS.5.Ka,R095,CS.5.Ka,Tersier,FL,Jan,Jan,True,4.0,SS Ciseureuh,0,718.083970266799,0.718083970266799,25.224149507621593,252241.49507621594,25.224149507621593,0.0,SS Ciseureuh,,0.0,0.9,1.9098189323334087,0.24560428656551037,6.195159244041171,6.195159244041171,5.575643319637054,8.627346522913474,67442.9815943298,74347.38667055151,74936.646215922,67442.9815943298,124741.66127873218,70627.61862134046,145519.25826653282,340888.53816660546,6.195159244041171,267.3746505266772,1315.3000000000002,1582.6746505266774,1351.4371934070737,494.53267489173777,280.0,576.9045185153359,124741.66127873218,70627.61862134046,145519.25826653282,340888.53816660546,36.593093434478014,20.71868388453178,42.68822268099021,85.38945088665866,16.893848046261507,83.1061519537385,641.0,3.5572069623064433,2307.909090909091,38.23100485849394,6.0601164272994845,54.0,0.0,59.0,9.0
CS.6.Ki.b,R096,CS.6.Ki.b,Tersier,FL,Jan,Jan,False,,,0,957.4043135313776,0.9574043135313777,115.02212175475455,1150221.2175475454,141.255237242681,-26.233115487926455,CS.6.Ki.b,,0.0,0.9,1.8890992063914442,0.24293971275610135,27.943441219697384,6.373065541334486,25.149097097727648,29.186667351255437,304203.47849411366,338821.371791083,338003.8649934596,373583.2192032974,701315.2676353462,395514.6642795069,813520.1309873691,1910350.062902222,34.316506761031874,264.4738888948022,1315.3000000000002,1579.7738888948024,1352.4100771004898,496.4879754726999,280.0,575.92210162779,571071.0036459249,322061.9409133128,662437.8209468578,1555570.7655060955,36.71134842008492,20.70377947791606,42.58487210199902,85.60782568995525,16.741249539187287,83.25875046081272,616.0,3.5751913052135995,2307.909090909091,38.202196974029974,6.003324374715092,54.0,0.0,59.0,9.0
CS.6.Ki.a,R097,CS.6.Ki.a,Tersier,FL,Jan,Jan,False,,,0,558.6920157057763,0.5586920157057763,44.39450313341402,443945.0313341402,44.39450313341402,0.0,CS.6.Ki.a,,0.0,0.9,1.9099950726553365,0.24562693835588173,10.904485884491084,10.904485884491084,9.814037296041976,19.517883875100352,118710.59513292376,130861.07178851758,131900.66125880418,118710.59513292376,219598.63455395488,124304.60877355924,256104.4296623695,600007.6729898837,10.904485884491084,267.3993101717471,1315.3000000000002,1582.6993101717474,1351.5359574737106,494.6527589103064,280.0,576.8831985634042,219598.63455395488,124304.60877355924,256104.4296623695,600007.6729898837,36.59930438217202,20.717169857868644,42.68352575995933,85.39436068415598,16.895142902585214,83.1048570974148,647.0,3.5607772895396286,2307.909090909091,38.229420766981995,6.057060067011167,54.0,0.0,59.0,9.0
CS.6.Ka,R098,CS.6.Ka,Tersier,FL,Jan,Jan,False,,,0,700.5780506154197,0.7005780506154197,85.76210832591347,857621.0832591348,88.78900626682807,-3.026897940914594,CS.6.Ka,,0.0,0.9,1.889604892509,0.2430047444070216,20.840599213545904,0.7434191092849404,18.756539292191313,29.747719322977037,226879.09927834614,252694.7353185853,252087.88808705125,234972.2570696657,441049.1697489817,248609.21754711858,511244.64347601775,1200903.030772118,21.584018322830843,264.54468495126,1315.3000000000002,1579.8446849512602,1352.574498033447,496.8163431527854,280.0,575.7581548806618,426080.17039553385,240133.90331255773,493782.33248403383,1159996.4061921255,36.731162969220776,20.70126269622126,42.56757433455795,85.6143968402296,16.744980533287137,83.25501946671287,603.0,3.575304352817498,2307.909090909091,38.196994127375376,5.9986637436898675,54.0,0.0,59.0,9.0
CP.Ka.13.Ki,R099,CP.Ka.13.Ki,Tersier,FL,Jan,Jan,True,38.0,SI Copong Kanan,0,1008.383378205013,1.008383378205013,40.969078628597856,409690.78628597857,40.969078628597856,0.0,SI Copong Kanan,,0.0,0.9,1.6461309538058848,0.21169379549972797,8.67289975301467,8.67289975301467,7.805609777713203,8.60079602705569,94416.65587121891,116244.38477922595,104907.39541246546,94416.65587121891,200076.38720030314,114713.420160074,273539.6808419741,588329.4882023513,8.67289975301467,230.45833353282387,1380.2999999999997,1610.7583335328236,1436.032998290756,488.35949915808646,280.0,667.6734991326697,200076.38720030314,114713.420160074,273539.6808419741,588329.4882023513,34.00754019854406,19.49815918807375,46.49430061338219,89.15260398753622,14.307443192137157,85.69255680786284,682.0,3.4443790702566353,2450.2454545454543,39.333386891780464,4.113538103386071,49.0,0.0,65.0,9.0
Suplesi Cipari,R100,Suplesi Cipari,Tersier,FL,Jan,Jan,False,,,0,1495.0902052457348,1.4950902052457347,72.09240656576686,720924.0656576686,72.09240656576686,0.0,Suplesi Cipari,,0.0,0.9,1.646109862189717,0.21169108310052942,15.261319629230908,15.261319629230908,13.735187666307818,10.207624647452318,166140.8300116594,204636.92236175397,184600.9222351771,166140.8300116594,352784.09049152676,201858.73838414723,481032.44913762016,1035675.2780132941,15.261319629230908,230.4553807065604,1380.2999999999997,1610.7553807065601,1436.5941259964613,489.34985984924316,280.0,667.2442661472182,352784.09049152676,201858.73838414723,481032.44913762016,1035675.2780132941,34.06319509414787,19.49054328798569,46.44626161786644,89.18760372951834,14.30728610110064,85.69271389889936,672.0,3.456062894394416,2450.2454545454543,39.31542952393528,4.088207330720066,49.0,0.0,65.0,9.0
LW.2.Ki,R101,LW.2.Ki,Tersier,FL,Jan,Jan,True,62.0,SS Lewo,1,1699.2579137436514,1.6992579137436514,58.12156470655067,581215.6470655067,58.12156470655067,0.0,SS Lewo,,0.0,0.9,1.7174323081630356,0.22086320835429982,12.836915255660822,5.980791355215515,11.55322373009474,7.554424288293994,139747.79423922597,158274.77588663844,155275.3269324733,139747.79423922597,286836.7977729292,162740.38117834186,377216.86171353195,826794.040664803,12.836915255660822,240.440523142825,1427.8000000000002,1668.2405231428252,1422.5254341296459,493.5118302838823,280.0,649.0136038457637,286836.7977729292,162740.38117834186,377216.86171353195,826794.040664803,34.69265423614947,19.683303600916943,45.624042162933584,85.27100345516888,14.412821161414733,85.58717883858527,531.0,3.568834364780167,2564.2272727272725,39.94772734983095,7.577109785029076,50.0,0.0,73.0,9.0
CP.3.Ka.2,R102,CP.3.Ka.2,Tersier,FL,Jan,Jan,True,1.0,SI Copong,1,3434.8674843961667,3.434867484396167,140.62391749268807,1406239.1749268807,140.62391749268807,0.0,SI Copong,,0.0,0.9,1.6458180310540038,0.21165355337628647,29.76355182702116,10.114502080625845,26.787196644319046,8.665123752875564,324017.9306096832,399021.5527041782,360019.922899648,324017.9306096832,686914.0753004655,393746.9689795266,938703.514488634,2019364.558768626,29.76355182702116,230.41452434756053,1380.2999999999997,1610.7145243475602,1436.0036292358486,488.47599152980683,280.0,667.5276377060418,686914.0753004655,393746.9689795266,938703.514488634,2019364.558768626,34.01634798024454,19.498557963185547,46.48509405656992,89.15320545815028,14.305112474284838,85.69488752571516,688.0,3.4511695815177803,2450.2454545454543,39.33160121992347,4.1102700676281865,49.0,0.0,65.0,9.0
CD.4.Ki.2,R103,CD.4.Ki.2,Tersier,FL,Jan,Jan,True,3.0,Suplesi Cibuyutan Selatan,0,120.42020884394273,0.12042020884394274,9.971291159538678,99712.91159538679,9.971291159538678,0.0,Suplesi Cibuyutan Selatan,,0.0,0.9,1.6457185909167922,0.21164076529279732,2.1103316919620703,2.1103316919620703,1.8992985227658632,17.524730377248655,22973.914931375883,28319.24447845725,25526.5721459732,22973.914931375883,48924.19444227885,27919.6152467083,66456.04560449529,143299.85529348243,2.1103316919620703,230.40060272835092,1380.2999999999997,1610.7006027283505,1437.1243703620044,490.6505452453594,280.0,666.473825116645,48924.19444227885,27919.6152467083,66456.04560449529,143299.85529348243,34.141133179849085,19.483352017019197,46.37551480313173,89.22355699921344,14.304371795607299,85.6956282043927,648.0,3.4696337402519206,2450.2454545454543,39.290644521395215,4.057067733740653,49.0,0.0,65.0,9.0
CTL.9.Ka,R104,CTL.9.Ka,Tersier,FL,Jan,Jan,True,7.0,SS Citikey Kiri,0,1439.3289165223346,1.4393289165223346,20.726218821304812,207262.18821304812,20.726218821304812,0.0,SS Citikey Kiri,,0.0,0.9,1.8926495847875262,0.24339629433995963,5.044684856784717,5.044684856784717,4.540216371106245,3.5048867558178016,54918.45722490115,61155.37653362625,61020.50802766794,54918.45722490115,103373.24998307695,58033.412699653476,119121.38713685435,280528.04981958476,5.044684856784717,264.9709418702537,1315.3000000000002,1580.2709418702539,1353.493621958799,498.7559519386041,280.0,574.7376700201947,103373.24998307695,58033.412699653476,119121.38713685435,280528.04981958476,36.84952362145572,20.687204982523618,42.463271396020666,85.64946592999657,16.767437459595378,83.23256254040463,578.0,3.5899567696444357,2307.909090909091,38.16758412927206,5.942095965422798,54.0,0.0,59.0,9.0
CTL.11.Ki.a1,R105,CTL.11.Ki.a1,Tersier,FL,Jan,Jan,True,8.0,CTL.11.Ki.a2,0,320.54886357033246,0.32054886357033247,23.687107224348352,236871.07224348353,23.687107224348352,0.0,SS Citikey Kiri,,0.0,0.9,1.8926495847875262,0.24339629433995963,5.7653541220396765,5.7653541220396765,5.188818709835709,17.985882270253892,62763.951114172734,69891.85889557285,69737.72346019192,62763.951114172734,118140.85712351649,66323.9002281754,136138.72815640495,320603.48550809687,5.7653541220396765,264.9709418702537,1315.3000000000002,1580.2709418702539,1353.493621958799,498.7559519386041,280.0,574.7376700201947,118140.85712351649,66323.9002281754,136138.72815640495,320603.48550809687,36.84952362145571,20.687204982523614,42.46327139602066,85.64946592999657,16.767437459595378,83.23256254040463,578.0,3.5899567696444357,2307.909090909091,38.16758412927206,5.942095965422798,54.0,0.0,59.0,9.0
CTL.11.Ki.a2,R106,CTL.11.Ki.a2,Tersier,FL,Jan,Jan,True,7.0,SS Citikey Kiri,1,731.4403055595919,0.7314403055595919,40.46547484159511,404654.7484159511,16.778367617246758,23.687107224348352,SS Citikey Kiri,,0.0,0.9,1.8926495847875262,0.24339629433995963,9.849146625151116,9.849146625151116,8.864231962636005,13.465414129203584,107221.74982004511,119398.59227993697,119135.27757782789,44457.798705872374,83683.10712915755,46979.42932829093,96431.59911078689,227094.13556823536,4.083792503111439,264.9709418702537,1315.3000000000002,1580.2709418702539,1353.493621958799,498.7559519386041,280.0,574.7376700201947,201823.96425267402,113303.32955646631,232570.32726719184,547697.6210763322,36.84952362145571,20.687204982523618,42.46327139602067,85.64946592999657,16.767437459595378,83.23256254040463,578.0,3.5899567696444357,2307.909090909091,38.16758412927206,5.942095965422798,54.0,0.0,59.0,9.0
CTL.11M,R107,CTL.11M,Tersier,FL,Jan,Jan,True,7.0,SS Citikey Kiri,0,817.9201371308275,0.8179201371308275,18.752293219275785,187522.93219275784,18.752293219275785,0.0,SS Citikey Kiri,,0.0,0.9,1.8926495847875262,0.24339629433995963,4.564238679948078,4.564238679948078,4.10781481195327,5.580298702461242,49688.12796538677,55331.05495899519,55209.03107265196,49688.12796538677,93528.17855611726,52506.4210139722,107776.49312382062,253811.09269391006,4.564238679948078,264.9709418702537,1315.3000000000002,1580.2709418702539,1353.493621958799,498.7559519386041,280.0,574.7376700201947,93528.17855611726,52506.4210139722,107776.49312382062,253811.09269391006,36.849523621455724,20.687204982523618,42.463271396020666,85.64946592999657,16.767437459595378,83.23256254040463,578.0,3.5899567696444357,2307.909090909091,38.16758412927206,5.942095965422798,54.0,0.0,59.0,9.0
CTL.9.Ki,R108,CTL.9.Ki,Tersier,FL,Jan,Jan,True,7.0,SS Citikey Kiri,0,908.7877130430836,0.9087877130430836,13.228546621477745,132285.46621477747,13.228546621477745,0.0,SS Citikey Kiri,,0.0,0.9,1.8926495847875262,0.24339629433995963,3.219779227171076,3.219779227171076,2.8978013044539686,3.54293877542602,35051.804578675205,39032.52959953893,38946.44953186134,35051.804578675205,65978.16362959339,37039.93054013769,76029.44062981638,179047.53479954746,3.219779227171076,264.9709418702537,1315.3000000000002,1580.2709418702539,1353.493621958799,498.7559519386041,280.0,574.7376700201947,65978.16362959339,37039.93054013769,76029.44062981638,179047.53479954746,36.84952362145572,20.687204982523618,42.463271396020666,85.64946592999657,16.767437459595378,83.23256254040463,578.0,3.5899567696444357,2307.909090909091,38.16758412927206,5.942095965422798,54.0,0.0,59.0,9.0
PG.1.Ka,R109,PG.1.Ka,Tersier,FL,Jan,Jan,True,7.0,SS Parigi,0,506.1096712366356,0.5061096712366356,1.0451770215483538,10451.770215483539,1.0451770215483538,0.0,SS Parigi,,0.0,0.9,1.646752421161882,0.21177371671320497,0.22134102247653237,0.22134102247653237,0.19920692022887915,0.43733806140417064,2409.606907088523,2968.3204328500515,2677.3410078761362,2409.606907088523,5127.528975067199,2926.4956603353908,6966.596446086187,15020.621081488776,0.22134102247653237,230.5453389626635,1380.2999999999997,1610.8453389626632,1437.1365588612748,490.5895240091614,280.0,666.5470348521135,5127.528975067199,2926.4956603353908,6966.596446086187,15020.621081488776,34.136597596395674,19.483186776756966,46.38021562684737,89.21629681635036,14.312071642528256,85.68792835747175,645.0,3.46592154238302,2450.2454545454543,39.29157790410792,4.0585020723264655,49.0,0.0,65.0,9.0
PG.2.Ka,R110,PG.2.Ka,Tersier,FL,Jan,Jan,True,7.0,SS Parigi,0,501.60202577389254,0.5016020257738926,9.52764974748507,95276.4974748507,9.52764974748507,0.0,SS Parigi,,0.0,0.9,1.646752421161882,0.21177371671320497,2.017705798566542,2.017705798566542,1.8159352187098878,4.022523225366846,21965.552405514805,27058.686556849625,24406.169339460896,21965.552405514805,46741.651545447065,26677.41929295819,63506.26688295661,136925.33772136187,2.017705798566542,230.5453389626635,1380.2999999999997,1610.8453389626632,1437.1365588612748,490.5895240091614,280.0,666.5470348521135,46741.651545447065,26677.41929295819,63506.26688295661,136925.33772136187,34.13659759639567,19.483186776756966,46.38021562684737,89.21629681635036,14.312071642528256,85.68792835747175,645.0,3.46592154238302,2450.2454545454543,39.29157790410792,4.0585020723264655,49.0,0.0,65.0,9.0
PG.5.Ki,R111,PG.5.Ki,Tersier,FL,Jan,Jan,True,6.0,SS Cinanti,0,1511.7573469882323,1.5117573469882322,28.69730506205612,286973.0506205612,60.04922506286792,-31.3519200008118,SS Cinanti,,0.0,0.9,1.646004267382483,0.21167750352140985,6.074573893328356,1.6496209218261129,5.467116503995521,4.0182201895233405,66130.24123232983,81519.50383985216,73478.04581369982,138377.79298908846,294891.28433933307,168137.83017603017,400086.41243285296,863115.5269482161,12.711070049703155,230.44059743354762,1380.2999999999997,1610.7405974335475,1437.3466535905936,491.08258105012953,280.0,666.2640725404642,140927.46639057467,80352.45417375713,191199.8334158159,412479.7539801477,34.16591118248131,19.48033894958743,46.353749867931256,89.23514164110416,14.306499618915495,85.6935003810845,639.0,3.472911796144928,2450.2454545454543,39.28388684064618,4.042413973507068,49.0,0.0,65.0,9.0
PG.5.Ka,R112,PG.5.Ka,Tersier,FL,Jan,Jan,True,7.0,SS Parigi,0,331.42482669911385,0.33142482669911383,12.50023646096124,125002.3646096124,12.50023646096124,0.0,SS Parigi,,0.0,0.9,1.646752421161882,0.21177371671320497,2.6472215351316817,2.6472215351316817,2.3824993816185134,7.987396603619495,28818.712520057543,35500.88313993025,32020.791688952824,28818.712520057543,61324.850553849385,35000.66209069147,83319.95548003992,179645.46812458077,2.6472215351316817,230.5453389626635,1380.2999999999997,1610.8453389626632,1437.1365588612748,490.5895240091614,280.0,666.5470348521135,61324.850553849385,35000.66209069147,83319.95548003992,179645.46812458077,34.13659759639567,19.483186776756963,46.38021562684737,89.21629681635036,14.312071642528256,85.68792835747175,645.0,3.46592154238302,2450.2454545454543,39.29157790410792,4.0585020723264655,49.0,0.0,65.0,9.0
PG.6M,R113,PG.6M,Tersier,FL,Jan,Jan,True,7.0,SS Parigi,0,568.2809513945241,0.5682809513945241,27.343670113748892,273436.70113748894,27.343670113748892,0.0,SS Parigi,,0.0,0.9,1.646752421161882,0.21177371671320497,5.790670648568387,5.790670648568387,5.211603583711549,10.189802481252384,63039.5569485749,77656.48596781475,70043.95216508322,63039.5569485749,134145.181057676,76562.2763184969,182258.42236293678,392965.87973910966,5.790670648568387,230.5453389626635,1380.2999999999997,1610.8453389626632,1437.1365588612748,490.5895240091614,280.0,666.5470348521135,134145.181057676,76562.2763184969,182258.42236293678,392965.87973910966,34.13659759639567,19.483186776756966,46.38021562684737,89.21629681635036,14.312071642528256,85.68792835747175,645.0,3.46592154238302,2450.2454545454543,39.29157790410792,4.0585020723264655,49.0,0.0,65.0,9.0
BG.1B.Ka,R114,BG.1B.Ka,Tersier,FL,Jan,Jan,True,8.0,SS Situ Bagendit,0,447.787061860727,0.44778706186072703,20.65556408336109,206555.6408336109,20.65556408336109,0.0,SS Situ Bagendit,,0.0,0.9,1.6461339374260482,0.21169417919573663,4.372662684452064,4.372662684452064,3.9353964160068573,9.765049187178327,47602.55504801895,58619.00002842679,52891.727831132164,47602.55504801895,100978.7762939305,57835.57943341105,137853.2199387413,296667.57566608285,4.372662684452064,230.45875123964674,1380.2999999999997,1610.7587512396465,1436.2598594199653,488.8696134678456,280.0,667.3902459521198,100978.7762939305,57835.57943341105,137853.2199387413,296667.57566608285,34.037685469067966,19.49507940109655,46.46723512983547,89.1666649841023,14.307465414189725,85.69253458581028,678.0,3.4475493140907822,2450.2454545454543,39.32320194992893,4.103332442884019,49.0,0.0,65.0,9.0
