n_ruas,n_penggal,n_penggal_tersambung,panjang_km,panjang_tersambung_km,hulu,hulu_lat,hulu_lon,toleransi_sambung_m,servis_maks_m,n_zona_iklim,n_zona_terunduh,n_zona_pinjam,luas_zona_pinjam_ha,pinjam_terjauh_km,zona_pinjam,bulan_tanam,hari_musim,lama_siap_lahan_hari,tahun_cuaca,sumber_cuaca,metode_eto,sumber_jaringan,sumber_layanan,eto_rata_mm_hari,perkolasi_mm_hari,wlr_mm,efisiensi_tersier,efisiensi_sekunder,efisiensi_primer,luas_sawah_bentang_ha,luas_layanan_ha,luas_sawah_di_luar_jangkauan_ha,debit_siap_lahan_l_detik,debit_hulu_l_detik_FL,volume_layanan_m3_FL,water_loss_layanan_m3_FL
176,837,809,243.32115878719011,221.70177429037653,Bendung Copong,-7.1891,107.9116,10.0,750.0,53,51,2,8.459720259699157,0.5850078813497918,CTL.6.Ka; Ruas tanpa nama R038,Jan,140,30,2015-2025,Open-Meteo ERA5-Land,FAO-56 Penman-Monteith,SISDA Cimanuk-Cisanggarung — DI_Leuwigoong_Jaringan,"BIG RBI 25K Agrikultur Sawah (612), tersier terdekat",3.5152917882748143,2.0,50.0,0.9,0.9,0.8,14332.600798037032,5491.413681558269,8841.187116478763,11350.612783368399,1272.4164433306692,12990826.801121697,79968159.20377478
