ruas,jenis,hulu,terhubung,tingkat,panjang_m,debit_m3_detik,luas_layanan_ha,t_air_menit_cepat,t_hidraulik_menit_cepat,t_air_menit_tengah,t_hidraulik_menit_tengah,di_bawah_v_min,v_operasi_m_detik,t_air_menit_giliran,n,S,bh,m,h_m,b_m,A_m2,v_m_detik,beta,froude,t_air_menit,t_hidraulik_menit,t_gangguan_menit,t_air_menit_lambat,t_hidraulik_menit_lambat,kum_t_air_menit,kum_t_hidraulik_menit,kum_t_gangguan_menit,kum_t_air_menit_giliran,kum_t_air_menit_cepat,kum_t_air_menit_lambat,kum_t_hidraulik_menit_cepat,kum_t_hidraulik_menit_lambat,simpul_hulu,node_a,node_b,t_air_jam_cepat,t_hidraulik_jam_cepat,t_air_jam_tengah,t_hidraulik_jam_tengah,t_air_jam_giliran,t_air_jam,t_hidraulik_jam,t_gangguan_jam,t_air_jam_lambat,t_hidraulik_jam_lambat,kum_t_air_jam,kum_t_hidraulik_jam,kum_t_gangguan_jam,kum_t_air_jam_giliran,kum_t_air_jam_cepat,kum_t_air_jam_lambat,kum_t_hidraulik_jam_cepat,kum_t_hidraulik_jam_lambat
KL.7M.b,Tersier,SS Kawung Luwuk,True,5.0,961.8047925887992,0.0090758220516398,37.33174127127997,47.45166139792492,35.45632992474647,70.66965934294655,52.54784825632091,True,0.25,64.12031950591994,0.03,0.0015,1.2,1.0,0.1348591137710924,0.16183093652531086,0.040011357247673775,0.22683114685312158,1.3448630474502026,0.2378437167680227,70.66965934294655,52.54784825632091,13.57872097516684,103.28739057672092,76.19884040548337,1246.913443521847,911.426222268707,202.22366671810147,1240.3641036848205,816.4798418503407,1889.8327459296513,602.693575429258,1367.540767526195,BKL7M,BLG2,BKL7M,0.7908610232987487,0.5909388320791078,1.1778276557157759,0.8757974709386819,1.0686719917653322,1.1778276557157759,0.8757974709386819,0.22631201625278066,1.7214565096120154,1.2699806734247228,20.781890725364118,15.190437037811783,3.370394445301691,20.672735061413675,13.607997364172345,31.497212432160854,10.044892923820965,22.792346125436584
LG.4.Ka,Tersier,SS Leuwigoong,True,4.0,249.72906674329388,0.0004899814163961149,2.017931960609727,25.559960065983596,19.098643762183418,38.06639467340903,28.305034289968198,True,0.25,16.648604449552927,0.03,0.0015,1.2,1.0,0.04513260644598304,0.05415912773517965,0.004481294762137578,0.10933925180194878,1.3448630474509062,0.19818009635600942,38.06639467340903,28.305034289968198,6.296216893641815,55.636019913437345,41.04470234466661,943.3279720171839,688.8797956784275,152.02193105298048,921.9101817933279,616.8430687499113,1439.2584538220738,454.9452941770754,1040.4866651940617,BLG4,BCD.20,BLG4,0.42599933443305993,0.31831072936972366,0.6344399112234839,0.47175057149947,0.27747674082588214,0.6344399112234839,0.47175057149947,0.10493694822736359,0.9272669985572891,0.6840783724111101,15.722132866953066,11.481329927973793,2.533698850883008,15.365169696555464,10.280717812498521,23.987640897034563,7.582421569617924,17.34144441990103
CTR.3.Ki.b,Tersier,,False,,696.7827565265483,0.013737118465267834,56.5020948970724,30.99270358124471,23.15804106882785,46.15736814431672,34.32124053958185,False,0.2515967961128007,46.15736814431672,0.03,0.0015,1.2,1.0,0.1575374923352962,0.18904499080235546,0.054599735280845725,0.2515967961128007,1.3448630474497143,0.24408567235180798,46.15736814431672,34.32124053958185,9.05592957774175,67.46139935923394,49.76871208192969,,,,,,,,,,Bendung Copong,CTR.3.Ki.b,0.5165450596874118,0.3859673511471308,0.7692894690719453,0.5720206756596975,0.7692894690719453,0.7692894690719453,0.5720206756596975,0.15093215962902917,1.1243566559872322,0.8294785346988282,,,,,,,,
SS Sumur Kondang,Sekunder,SS Cibatu,True,61.0,828.6222109259519,0.017353101213031276,76.30059457592955,49.76443330971767,36.786271719407644,75.86863492750578,55.52034049279119,True,0.25,55.241480728396795,0.027,0.0005,2.0,1.5,0.16503763929725576,0.3300752785945115,0.09533097834683886,0.18203003382485164,1.3665016146173785,0.17098894182649982,75.86863492750578,55.52034049279119,11.078411708859113,112.80892715432243,81.72511429173306,1394.1458563272452,1014.6224905792166,211.16032347491523,1359.7469020642673,907.0379492211565,2184.3768302201024,666.8302471532803,1573.7950355984797,B.CB.3,B.CK.9,B.CB.3,0.8294072218286278,0.6131045286567941,1.264477248791763,0.9253390082131865,0.9206913454732799,1.264477248791763,0.9253390082131865,0.18464019514765187,1.8801487859053738,1.362085238195551,23.235764272120754,16.910374842986943,3.5193387245819205,22.662448367737788,15.117299153685941,36.40628050366838,11.113837452554671,26.229917259974663
SK.3,Tersier,SS Sumur Kondang,True,62.0,453.6687125537087,0.01561779109172815,76.30059457592955,19.542040349512444,14.60199726673963,29.103919518960264,21.640805414453855,False,0.2597981761289106,29.103919518960264,0.03,0.0015,1.2,1.0,0.16530287815033223,0.19836345378039869,0.06011509135452389,0.2597981761289106,1.3448630474502492,0.24605094381452486,29.103919518960264,21.640805414453855,5.746993653742677,42.53689533269743,31.38100479353801,1423.2497758462055,1036.2632959936705,216.9073171286579,1388.8508215832276,926.579989570669,2226.9137255528,681.43224442002,1605.1760403920177,B.SK 3,B.CB.3,B.SK 3,0.32570067249187407,0.24336662111232718,0.4850653253160044,0.3606800902408976,0.4850653253160044,0.4850653253160044,0.3606800902408976,0.09578322756237795,0.7089482555449572,0.5230167465589669,23.720829597436758,17.27105493322784,3.6151219521442983,23.147513693053792,15.442999826177816,37.11522875921333,11.357204073666999,26.75293400653363
Suplesi Situ Cilimus,Tersier,TB.8.Ki,True,62.0,1601.7626771918046,0.0018960537101738448,8.609734288589967,116.88842047065013,87.3401326421666,174.08167833207153,129.44193734977952,True,0.25,106.78417847945364,0.03,0.0015,1.2,1.0,0.07496646806249647,0.08995976167499577,0.012363936934283669,0.15335355722466704,1.3448630474501164,0.2156698689352415,174.08167833207153,129.44193734977952,30.883526613017263,254.4294463750004,187.7017966136082,1521.6765524613359,1110.35298457293,242.37092090866156,1451.7058706070761,993.8595779104065,2368.826895850152,732.1064576960226,1711.3839937831751,B.PL,B.TB.8,B.PL,1.9481403411775022,1.4556688773694433,2.9013613055345258,2.1573656224963256,1.779736307990894,2.9013613055345258,2.1573656224963256,0.5147254435502877,4.240490772916673,3.1283632768934697,25.3612758743556,18.5058830762155,4.039515348477693,24.19509784345127,16.564326298506774,39.480448264169205,12.20177429493371,28.523066563052918
TB.8.Ki,Tersier,SS Tegal Buah,True,61.0,411.3441627137721,0.009231009012398848,41.91681616711499,20.208264795415392,15.099806470091686,30.096126182560106,22.37858065891954,True,0.25,27.42294418091814,0.03,0.0015,1.2,1.0,0.13571926606874704,0.16286311928249644,0.04052338220092657,0.2277946338888707,1.3448630474499976,0.238095881458049,30.096126182560106,22.37858065891954,5.78772920516505,43.98705708738672,32.45084152277537,1347.5948741292643,980.9110472231505,211.4873942956443,1344.9216921276225,876.9711574397564,2114.397449475152,644.766325053856,1523.682197169567,B.TB.8,B.CP.Ka.21,B.TB.8,0.3368044132569232,0.2516634411681948,0.5016021030426684,0.37297634431532567,0.457049069681969,0.5016021030426684,0.37297634431532567,0.0964621534194175,0.7331176181231119,0.5408473587129229,22.459914568821073,16.348517453719175,3.5247899049274047,22.415361535460374,14.616185957329273,35.23995749125253,10.746105417564268,25.394703286159448
CT.2,Tersier,SS Citambal,True,61.0,697.4623736316728,0.013175017729185851,59.75846452761974,31.348658465525336,23.424013922941075,46.687491003506416,34.71542406643184,True,0.25,46.497491575444855,0.03,0.0015,1.2,1.0,0.15508856048946415,0.18610627258735699,0.0529154155083272,0.248982599921426,1.344863047450168,0.24344914868296497,46.687491003506416,34.71542406643184,9.140727589050089,68.23620154902603,50.34031165543213,1499.2840871585988,1092.1119144731902,234.3890971491754,1458.2685980847218,976.7261395214904,2339.523324245807,718.5951531928732,1687.0980379289924,B.CT 2,B.TB.6,B.CT 2,0.5224776410920889,0.3904002320490179,0.7781248500584402,0.5785904011071973,0.7749581929240809,0.7781248500584402,0.5785904011071973,0.15234545981750147,1.1372700258171007,0.8390051942572022,24.98806811930998,18.201865241219835,3.906484952486257,24.304476634745363,16.27876899202484,38.99205540409678,11.976585886547888,28.118300632149875
CA.2.Ki,Tersier,SS Cikarag,True,62.0,740.6328032179443,0.016863842438004185,76.34048610609648,31.29678946702129,23.38525691697996,46.610242613318306,34.65798447038881,False,0.2648319202291664,46.610242613318306,0.03,0.0015,1.2,1.0,0.170130337194569,0.20415640463348278,0.06367752959466304,0.2648319202291664,1.3448630474498968,0.24723422646085988,46.610242613318306,34.65798447038881,9.239361006277186,68.12329900042222,50.257019365505045,1563.4427217462626,1139.062017561827,244.16538530488117,1512.060046411159,1018.8084451736391,2434.922632381713,749.7023189732183,1756.209148346112,B.CA. 2,B.TB .11,B.CA. 2,0.5216131577836882,0.389754281949666,0.7768373768886384,0.5776330745064802,0.7768373768886384,0.7768373768886384,0.5776330745064802,0.15398935010461975,1.1353883166737038,0.8376169894250841,26.057378695771042,18.984366959363783,4.069423088414686,25.201000773519315,16.980140752893984,40.582043873028546,12.495038649553639,29.2701524724352
SS Cikarag,Sekunder,SS Tegal Buah,True,61.0,2219.265837767045,0.01873760270889354,76.34048610609648,130.74876306227674,96.65054347247408,199.33373118624,145.87156652720708,True,0.25,147.95105585113635,0.027,0.0005,2.0,1.5,0.16985735238017297,0.33971470476034593,0.10098032055160788,0.18555697393847484,1.366501614617688,0.17181124408814438,199.33373118624,145.87156652720708,29.226359208124734,296.3889409935254,214.72077333381523,1516.8324791329442,1104.4040330914381,234.92602429860398,1465.4498037978406,987.5116557066178,2366.7993333812906,726.3170620562383,1705.9521289806069,B.TB .11,B.CP.Ka.21,B.TB .11,2.1791460510379457,1.6108423912079013,3.322228853104,2.4311927754534515,2.4658509308522722,3.322228853104,2.4311927754534515,0.4871059868020789,4.939815683225423,3.5786795555635873,25.280541318882403,18.406733884857303,3.915433738310066,24.424163396630675,16.458527595110297,39.44665555635484,12.105284367603973,28.432535483010113
LW.3.Ki,Tersier,SS Lewo,True,62.0,1181.5835390059426,0.007359367107542468,33.32092819976096,61.43138321500401,45.90211020725299,91.48962959092907,68.02895637917531,True,0.25,78.7722359337295,0.03,0.0015,1.2,1.0,0.12466319036062969,0.14959582843275562,0.03419000426795931,0.21524908420205133,1.344863047449827,0.23474769624064484,91.48962959092907,68.02895637917531,17.39382048799935,133.71686227352637,98.64776127085658,1875.1044841480386,1367.663183544598,300.3429596878594,1862.387090490839,1223.9333197232959,2897.1943958628294,901.5734035830452,2091.97582819215,B.LW 3,B.TB .11,B.LW 3,1.0238563869167334,0.7650351701208832,1.524827159848818,1.133815939652922,1.3128705988954918,1.524827159848818,1.133815939652922,0.2898970081333225,2.2286143712254396,1.6441293545142763,31.25174140246731,22.79438639240997,5.005715994797656,31.039784841513985,20.398888662054933,48.28657326438049,15.026223393050753,34.8662638032025
CTR.3.Ki.a,Tersier,,False,,504.8243596657645,0.0022085109642499584,9.080693822743768,35.46103377086356,26.49681962257477,52.812042881289706,39.269457943261955,True,0.25,33.65495731105097,0.03,0.0015,1.2,1.0,0.0793798724436949,0.09525584693243389,0.013862561128190003,0.15931478633907512,1.3448630474501229,0.21773589565388335,52.812042881289706,39.269457943261955,9.442997861120197,77.18755334256102,56.94404733819162,,,,,,,,,BCTR4,Bendung Copong,BCTR4,0.5910172295143926,0.44161366037624616,0.8802007146881617,0.6544909657210326,0.5609159551841828,0.8802007146881617,0.6544909657210326,0.15738329768533663,1.286459222376017,0.9490674556365271,,,,,,,,
Ruas tanpa nama R037,Tersier,,False,,673.5959639901405,0.0031023587190279088,14.06272112480724,43.46227466701225,32.475422450451255,64.72827408992781,48.13001161171868,True,0.25,44.9063975993427,0.03,0.0015,1.2,1.0,0.0901690650712645,0.1082028780855174,0.01788701265081705,0.17344197041679835,1.3448630474497496,0.22241012822841186,64.72827408992781,48.13001161171868,11.776917916418512,94.60374635229793,69.79260227025024,,,,,,,,,,Bendung Copong,Ruas tanpa nama R037,0.7243712444502042,0.5412570408408542,1.0788045681654634,0.8021668601953114,0.7484399599890449,1.0788045681654634,0.8021668601953114,0.19628196527364186,1.5767291058716322,1.163210037837504,,,,,,,,
Ruas tanpa nama R038,Tersier,,False,,384.9986567564492,0.000675874622551321,3.0600617631010074,36.36040050235193,27.168834945419885,54.151467859599144,40.26541435746218,True,0.25,25.66657711709661,0.03,0.0015,1.2,1.0,0.050918179101571,0.0611018149218852,0.005703854118643255,0.11849437389048925,1.3448630474496417,0.20220432632455757,54.151467859599144,40.26541435746218,9.107986752561487,79.14519276192624,58.3882686788057,,,,,,,,,B.PK.2,Bendung Copong,B.PK.2,0.6060066750391988,0.4528139157569981,0.9025244643266525,0.6710902392910363,0.42777628528494355,0.9025244643266525,0.6710902392910363,0.1517997792093581,1.319086546032104,0.9731378113134284,,,,,,,,
CK.2.Ki,Tersier,SS Cipanas Kiara,True,59.0,260.46583285269514,0.013956567333559208,68.21363551604617,11.53963539377966,8.622524642546251,17.185954678836165,12.778962669415046,False,0.2525956395985076,17.185954678836165,0.03,0.0015,1.2,1.0,0.15847656254414705,0.19017187505297645,0.05525260592677969,0.2525956395985076,1.3448630474497543,0.24432756857426427,17.185954678836165,12.778962669415046,3.374515381925282,25.11816853018332,18.530580590938843,1111.6112423644843,808.0672311478038,168.9581777293578,1111.6112423644843,721.9821896408808,1763.8410624846686,530.127865285023,1269.468907995736,B.CK.2,B.CP.Ka.21,B.CK.2,0.19232725656299435,0.14370874404243753,0.28643257798060273,0.21298271115691744,0.28643257798060273,0.28643257798060273,0.21298271115691744,0.05624192303208804,0.41863614216972195,0.3088430098489807,18.52685403940807,13.46778718579673,2.81596962882263,18.52685403940807,12.03303649401468,29.39735104141114,8.835464421417049,21.157815133262265
SS Citambal,Sekunder,SS Tegal Buah,True,60.0,1414.0853784385913,0.01463890858798428,59.75846452761974,88.61458841162401,65.50462068616787,135.09784820838806,98.8640238425275,True,0.25,94.27235856257275,0.027,0.0005,2.0,1.5,0.1548397111507848,0.3096794223015696,0.08391367652240465,0.17445199870459427,1.3665016146174112,0.16918086830522883,135.09784820838806,98.8640238425275,19.548704469646065,200.87673030901578,145.52637062676888,1452.5965961550924,1057.3964904067584,225.2483695601253,1411.771106509277,945.3774810559651,2271.287122696781,695.1711392699322,1636.7577262735604,B.TB.6,B.CP.Ka.21,B.TB.6,1.4769098068604003,1.0917436781027978,2.2516308034731343,1.6477337307087916,1.5712059760428791,2.2516308034731343,1.6477337307087916,0.3258117411607678,3.347945505150263,2.425439510446148,24.20994326925154,17.62327484011264,3.754139492668755,23.52951844182128,15.75629135093275,37.85478537827968,11.58618565449887,27.279295437892674
SS Cibunar,Sekunder,SS Cibatu,True,62.0,2671.8464703816144,0.010341359755620717,42.18816337442174,182.63073001554523,135.00211319308315,278.43066343905446,203.75436110780728,True,0.25,178.12309802544095,0.027,0.0005,2.0,1.5,0.1359199505638726,0.2718399011277452,0.0646598153644995,0.15993487914131108,1.3665016146169047,0.1655457588076939,278.43066343905446,203.75436110780728,39.54629417681482,413.9980172233021,299.92338485647684,1596.7078848387937,1162.8565111942326,239.62820594287095,1482.6285193613114,1039.904245926984,2485.565920289082,765.0460886269558,1791.9933061632235,B.CB.6,B.CK.9,B.CB.6,3.043845500259087,2.2500352198847193,4.640511057317574,3.395906018463455,2.968718300424016,4.640511057317574,3.395906018463455,0.6591049029469136,6.899966953721702,4.99872308094128,26.61179808064656,19.38094185323721,3.9938034323811826,24.710475322688524,17.3317374321164,41.4260986714847,12.750768143782597,29.86655510272039
SS Pasir Laja,Sekunder,,False,,4277.680290312157,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bendung Copong,SS Pasir Laja,,,,,,,,,,,,,,,,,,
PL.5.Ka,Tersier,,False,,631.0093707367679,0.015310582111414558,69.30912554369289,27.316425059091465,20.411091007692843,40.68229428690859,30.250139123130978,False,0.25851105572964383,40.68229428690859,0.03,0.0015,1.2,1.0,0.16407595866514715,0.1968911503981766,0.05922602446615157,0.25851105572964383,1.3448630474496097,0.24574562289109408,40.68229428690859,30.250139123130978,8.025310758847558,59.45929354459841,43.86526945956432,,,,,,,,,,Bendung Copong,PL.5.Ka,0.45527375098485773,0.34018485012821403,0.6780382381151432,0.5041689853855164,0.6780382381151432,0.6780382381151432,0.5041689853855164,0.13375517931412598,0.9909882257433068,0.731087824326072,,,,,,,,
PL.2.Ka,Tersier,,False,,522.9108925714876,0.011089830426821892,50.22400401716876,24.537620263362363,18.334741798192752,36.54382615935617,27.17289781190367,True,0.25,34.8607261714325,0.03,0.0015,1.2,1.0,0.14538510062151727,0.1744621207458207,0.04650102046200315,0.23848574325123897,1.3448630474497043,0.24084166241510188,36.54382615935617,27.17289781190367,7.092988662306468,53.41070667076791,39.40300835200277,,,,,,,,,,Bendung Copong,PL.2.Ka,0.40896033772270607,0.3055790299698792,0.6090637693226029,0.4528816301983945,0.5810121028572084,0.6090637693226029,0.4528816301983945,0.1182164777051078,0.8901784445127985,0.6567168058667129,,,,,,,,
Ruas tanpa nama R045,Tersier,,False,,2091.521224445836,0.008717376090605754,39.492728288686976,104.2321771817309,77.88326802592049,155.2327618676106,115.42644595811933,True,0.25,139.43474829638907,0.03,0.0015,1.2,1.0,0.1328365936684923,0.15940391240219073,0.03882023335838588,0.22455753962444025,1.3448630474504464,0.23724546586129305,155.2327618676106,115.42644595811933,29.766339762319443,226.88077251816125,167.37814441489445,,,,,,,,,,Bendung Copong,Ruas tanpa nama R045,1.7372029530288484,1.2980544670986747,2.58721269779351,1.923774099301989,2.3239124716064845,2.58721269779351,1.923774099301989,0.4961056627053241,3.781346208636021,2.789635740248241,,,,,,,,
Ruas tanpa nama R046,Tersier,,False,,230.2911152067876,0.0002385042676819025,1.0798419788492335,28.218837799533635,21.08538233724388,42.026255679935204,31.249468679831327,True,0.25,15.35274101378584,0.03,0.0015,1.2,1.0,0.03445356131997796,0.04134427358397355,0.002611505352784859,0.09132827065721544,1.3448630474494854,0.18945990680409924,42.026255679935204,31.249468679831327,6.694038562291059,61.42356317051996,45.31438214315941,,,,,,,,,,Bendung Copong,Ruas tanpa nama R046,0.4703139633255606,0.3514230389540646,0.7004375946655867,0.5208244779971888,0.25587901689643067,0.7004375946655867,0.5208244779971888,0.11156730937151765,1.0237260528419994,0.7552397023859903,,,,,,,,
Ruas tanpa nama R047,Tersier,,False,,635.3947316771092,0.025529581043953867,115.51520923948792,24.205756860048623,18.086770326354344,36.04958269201155,26.805393129344072,False,0.2937596333664404,36.04958269201155,0.03,0.0015,1.2,1.0,0.1987533441904364,0.23850401302852364,0.08690636201914055,0.2937596333664404,1.3448630474494996,0.2537254551053426,36.04958269201155,26.805393129344072,7.295613834465675,52.68834408226465,38.87009536724874,,,,,,,,,,Bendung Copong,Ruas tanpa nama R047,0.4034292810008104,0.30144617210590574,0.6008263782001925,0.4467565521557345,0.6008263782001925,0.6008263782001925,0.4467565521557345,0.12159356390776124,0.8781390680377441,0.647834922787479,,,,,,,,
TB.2a.Ki,Tersier,SS Tegal Buah,True,60.0,376.452542209668,0.009410285550419296,42.73088770330202,18.405410699438104,13.752696848425622,27.411139375895363,20.38210465212079,True,0.25,25.0968361473112,0.03,0.0015,1.2,1.0,0.13670176206708853,0.16404211448050623,0.04111221785494315,0.2288926757398919,1.3448630474499694,0.2383822885389449,27.411139375895363,20.38210465212079,5.276504837286705,40.06280892244912,29.555781845505486,1344.9098873225996,978.9145712163518,210.97616992776594,1342.5955840940155,875.1683033437791,2110.4732013102143,643.41921543219,1520.787137492297,B.TB 2a,B.CP.Ka.21,B.TB 2a,0.30675684499063505,0.22921161414042704,0.4568523229315894,0.3397017442020132,0.41828060245518667,0.4568523229315894,0.3397017442020132,0.08794174728811174,0.6677134820408187,0.4925963640917581,22.415164788709994,16.315242853605863,3.516269498796099,22.376593068233593,14.586138389062986,35.17455335517024,10.723653590536498,25.346452291538284
Ruas tanpa nama R049,Tersier,,False,,358.2822788724044,0.01998679157037498,90.69894592528038,14.510271414978774,10.842211956976852,21.610116646307517,16.068637388234357,False,0.2763229561539822,21.610116646307517,0.03,0.0015,1.2,1.0,0.18132250828154642,0.2175870099378557,0.07233127442092524,0.2763229561539822,1.3448630474498537,0.24987353012167207,21.610116646307517,16.068637388234357,4.320274013826273,31.58431184200184,23.300888171614876,,,,,,,,,,Bendung Copong,Ruas tanpa nama R049,0.2418378569163129,0.18070353261628086,0.36016861077179196,0.2678106231372393,0.36016861077179196,0.36016861077179196,0.2678106231372393,0.07200456689710455,0.5264051973666973,0.3883481361935813,,,,,,,,
SS Bandrek,Sekunder,SS Tegal Buah,True,61.0,3025.428747145123,0.03213446823422706,131.0765502319993,155.75819920299227,115.13772100544506,237.46200180259993,173.77367085584802,True,0.25,201.69524980967486,0.027,0.0005,2.0,1.5,0.20793651429730314,0.4158730285946063,0.15133157892339394,0.21234476282371942,1.3665016146179236,0.1777021370913124,237.46200180259993,173.77367085584802,35.83037159338307,353.0817931397536,255.79225533474317,1554.9607497493041,1132.306137420079,241.5300366838623,1519.193997756379,1012.5210918473333,2423.492185527519,744.8042395892094,1747.0236109815348,B.TB.7,B.CP.Ka.21,B.TB.7,2.595969986716538,1.9189620167574177,3.9577000300433323,2.896227847597467,3.3615874968279145,3.9577000300433323,2.896227847597467,0.5971728598897178,5.884696552329227,4.263204255579053,25.916012495821736,18.87176895700132,4.025500611397705,25.319899962606318,16.875351530788887,40.391536425458646,12.413403993153489,29.11706018302558
BK.4.Ka,Tersier,SS Bandrek,True,62.0,313.406103268648,0.00697958035187364,31.63302227800525,16.51148372463342,12.337536710849115,24.590517922676504,18.28477477264496,True,0.25,20.893740217909865,0.03,0.0015,1.2,1.0,0.12221064989182362,0.14665277987018835,0.03285797448336015,0.212416634367046,1.3448630474500176,0.23397159821024602,24.590517922676504,18.28477477264496,4.662573099357538,35.94032365201784,26.514475492013638,1579.5512676719807,1150.590912192724,246.19260978321984,1540.087737974289,1029.0325755719666,2459.4325091795367,757.1417763000585,1773.5380864735484,B.BK.4,B.TB.7,B.BK.4,0.275191395410557,0.20562561184748523,0.40984196537794176,0.3047462462107493,0.34822900363183107,0.40984196537794176,0.3047462462107493,0.07770955165595897,0.5990053942002973,0.44190792486689395,26.32585446119968,19.17651520321207,4.103210163053664,25.66812896623815,17.150542926199442,40.990541819658944,12.619029605000975,29.558968107892476
TB.11a.Ki,Tersier,SS Tegal Buah,True,61.0,610.3779805287791,0.015960374132397682,72.47399147455029,26.150143118183546,19.539634117400013,38.94535304958034,28.95860148987735,False,0.2612113011068451,38.94535304958034,0.03,0.0015,1.2,1.0,0.16665341295585517,0.1999840955470262,0.06110139210963655,0.2612113011068451,1.3448630474504757,0.24638485085058862,38.94535304958034,28.95860148987735,7.698701565488332,56.92066339331776,41.992430261464456,1356.4441009962845,987.4910680541083,213.39836665596758,1356.4441009962845,882.9130357625246,2127.331055781083,649.2061527011643,1533.223785908256,B.TB 11a,B.CP.Ka.21,B.TB 11a,0.4358357186363924,0.32566056862333354,0.6490892174930056,0.4826433581646225,0.6490892174930056,0.6490892174930056,0.4826433581646225,0.12831169275813886,0.9486777232219626,0.6998738376910743,22.60740168327141,16.458184467568472,3.556639444266126,22.60740168327141,14.715217262708743,35.45551759635138,10.820102545019406,25.5537297651376
LW.1.Ki,Tersier,SS Lewo,True,62.0,2249.754459206851,0.022128744064479608,100.19207920307656,88.82432355843498,66.3703741586629,132.28587792959263,98.36382833212737,False,0.28344603551260555,132.28587792959263,0.03,0.0015,1.2,1.0,0.1883787232134881,0.2260544678561857,0.07807039539099671,0.28344603551260555,1.3448630474499916,0.25146850943834026,132.28587792959263,98.36382833212737,26.581358054008543,193.3427056042827,142.6359005261382,1915.900732486702,1397.9980554975502,309.5304972538686,1915.900732486702,1251.326260066727,2956.820239193586,922.0416675344551,2135.9639674474315,B.LW 1,B.TB .11,B.LW 1,1.4804053926405831,1.1061729026443816,2.2047646321598773,1.6393971388687896,2.2047646321598773,2.2047646321598773,1.6393971388687896,0.4430226342334757,3.2223784267380453,2.37726500876897,31.931678874778367,23.299967591625837,5.158841620897809,31.931678874778367,20.855437667778784,49.2803373198931,15.367361125574252,35.59939945745719
SS Lewo,Sekunder,SS Tegal Buah,True,61.0,9274.611380320655,0.19116410273555456,821.8109842965644,305.7390438639508,226.00477479202792,466.1161066104054,341.10176060119187,False,0.3316273652561803,466.1161066104054,0.027,0.0005,2.0,1.5,0.4058298326157087,0.8116596652314174,0.5764424856431295,0.3316273652561803,1.366501614617514,0.19865287389803818,466.1161066104054,341.10176060119187,77.2494741093808,693.0671412015382,502.0967112745016,1783.6148545571095,1299.6342271654228,282.94913919986004,1783.6148545571095,1162.501936508292,2763.477533589303,855.6712933757922,1993.3280669212932,B.TB .11,B.CP.Ka.21,B.TB .11,5.095650731065847,3.7667462465337986,7.7686017768400895,5.6850293433531975,7.7686017768400895,7.7686017768400895,5.6850293433531975,1.2874912351563466,11.551119020025636,8.368278521241693,29.72691424261849,21.660570452757046,4.715818986664334,29.72691424261849,19.3750322751382,46.05795889315505,14.261188222929869,33.222134448688216
Ruas tanpa nama R055,Tersier,,False,,541.4170173453778,0.012406532393363484,64.94158122148791,24.70331734884915,18.458552226689235,36.790598479660666,27.356390339829588,True,0.25,36.094467823025184,0.03,0.0015,1.2,1.0,0.1516323853610254,0.18195886243323048,0.05058323663860392,0.24526964302428828,1.3448630474502088,0.24253641873896,36.790598479660666,27.356390339829588,7.181326731312927,53.77137727917038,39.669088092936505,,,,,,,,,,Bendung Copong,Ruas tanpa nama R055,0.4117219558141525,0.30764253711148726,0.6131766413276778,0.4559398389971598,0.6015744637170864,0.6131766413276778,0.4559398389971598,0.11968877885521545,0.8961896213195063,0.6611514682156084,,,,,,,,
SS Binuang,Sekunder,SS Lewo,True,62.0,1400.2282042538875,0.024003899647353076,113.25757846167544,77.54166789022885,57.31942825178463,118.21656756784328,86.51037532871503,True,0.25,93.34854695025916,0.027,0.0005,2.0,1.5,0.1863898532194693,0.3727797064389386,0.1215941208411136,0.19741003496969106,1.3665016146173645,0.17449161753951523,118.21656756784328,86.51037532871503,17.563173535538972,175.7759866371342,127.34198400827208,1901.8314221249527,1386.1446024941379,300.512312735399,1876.9634015073686,1240.0436043985208,2939.2535202264376,912.9907216275768,2120.670050929565,B.LW.12,B.TB .11,B.LW.12,1.2923611315038142,0.9553238041964105,1.9702761261307213,1.441839588811917,1.5558091158376528,1.9702761261307213,1.441839588811917,0.29271955892564955,2.9295997772855698,2.122366400137868,31.69719036874921,23.102410041568966,5.008538545589984,31.282723358456145,20.667393406642013,48.98755867044063,15.21651202712628,35.34450084882609
Ruas tanpa nama R057,Tersier,,False,,141.20436195187926,0.0006625617241677533,3.0032794096917006,13.402243552211075,10.014283064489103,19.959933084816647,14.841610171890714,True,0.25,9.413624130125283,0.03,0.0015,1.2,1.0,0.05053973269046279,0.060647679228555344,0.005619382076931552,0.11790650913161314,1.3448630474488399,0.20195306843424096,19.959933084816647,14.841610171890714,3.353683132962842,29.172482555944814,21.52159455378497,,,,,,,,,BD. PANGKALAN,Bendung Copong,BD. PANGKALAN,0.22337072587018458,0.16690471774148505,0.3326655514136108,0.2473601695315119,0.15689373550208804,0.3326655514136108,0.2473601695315119,0.05589471888271403,0.48620804259908024,0.3586932425630828,,,,,,,,
