n_di,n_di_terlewat,di_terlewat,bulan_tanam,hari_musim,lama_siap_lahan_hari,tahun_cuaca,sumber_cuaca,metode_eto,sumber_luas,sumber_sawah_pembanding,eto_rata_mm_hari,perkolasi_mm_hari,efisiensi_jaringan,wlr_mm,luas_baku_total_ha,luas_sawah_big_total_ha,debit_siap_lahan_l_detik,debit_total_l_detik_FL,volume_total_m3_FL,water_loss_total_m3_FL
11,0,,Jan,140,30,2015-2025,Open-Meteo ERA5-Land,FAO-56 Penman-Monteith,Luas_CEA (Permen PUPR No. 14/2015) via SISDA,BIG RBI 25K Agrikultur Sawah (612),3.495930657153433,2.0,0.65,50.0,3958.0,3579.397488353527,8171.851197822938,1194.4333767567025,9391112.981411899,56130991.10367703
