hujan_mm,irigasi_mm,irigasi_pl_mm,etc_mm,perkolasi_mm,limpasan_mm,wlr_mm,masuk_mm,keluar_mm,tma_rata,tma_min,hari_kering,hari_diairi,hari_limpas,di,rezim,bulan,tahun_tanam
586.4,514.2990936312867,177.25930926138042,502.3698785458469,280.0,149.09513400512725,100.0,1100.6990936312868,931.465012550974,16.6484295162075,-5.4286531433802825,13,73,18,DI Citameng I,FL,5,2023
448.20000000000005,576.0989940999614,178.4224282454668,516.106110615759,280.0,59.67327751303908,100.0,1024.2989940999614,855.7793881287981,12.010702625701397,-3.249738336266484,11,86,7,DI Citameng I,FL,5,2024
626.4,352.0904887851598,60.40223760148658,469.3006392021973,158.87999999999997,199.54925756183326,0.0,978.4904887851598,827.7298967640306,-9.149630089404535,-33.818412509926844,82,24,17,DI Citameng I,SRI,5,2015
862.8,111.34486728823777,111.34486728823775,434.5573247561633,181.44,186.6067768725749,0.0,974.1448672882377,802.6041016287382,14.804918380744756,-22.58656357345592,31,21,20,DI Citameng I,SRI,5,2016
350.5,435.5325309599111,180.31998946990416,458.18647517110503,161.27999999999997,17.29697723873241,0.0,786.0325309599111,636.7634524098374,-8.377444565894896,-33.431954794103774,84,37,4,DI Citameng I,SRI,5,2017
214.1,597.4533189609135,227.0130759401302,492.06229005411353,163.2,4.057186185085589,0.0,811.5533189609135,659.319476239199,-8.29216100592221,-33.7403620556042,74,44,1,DI Citameng I,SRI,5,2018
383.5,499.6654450809476,126.68588509266476,494.39577719259256,157.92,75.20213791235527,0.0,883.1654450809476,727.5179151049479,-10.68148073278534,-33.7244489856363,86,34,9,DI Citameng I,SRI,5,2019
800.3,228.07373226530444,134.12725941666864,446.4156519629921,174.71999999999997,220.83765877129838,0.0,1028.3737322653044,841.9733107342905,10.559272680001353,-31.6951938149197,44,21,23,DI Citameng I,SRI,5,2020
680.8999999999999,362.3820420791131,241.11642200084856,467.77439696375563,178.56,250.2578179694798,0.0,1043.282042079113,896.5922149332354,9.673186660500035,-33.95781400362005,44,34,23,DI Citameng I,SRI,5,2021
603.0,257.5690469365406,161.86419952971488,468.4781915361156,174.71999999999997,68.2167209279406,0.0,860.5690469365406,711.4149124640562,6.749596374863556,-31.997651374479656,46,30,16,DI Citameng I,SRI,5,2022
586.4,372.5680556561028,177.25930926138042,486.18422418369255,159.83999999999997,151.07831727976532,0.0,958.9680556561027,797.1025414634578,-3.151389041210146,-34.789103977993896,76,28,14,DI Citameng I,SRI,5,2023
448.20000000000005,391.4678978586024,178.4224282454668,499.52928151098826,164.64,34.38729711419756,0.0,839.6678978586024,698.5565786251857,-4.833860553049911,-31.69927600285118,68,35,5,DI Citameng I,SRI,5,2024
