x_m,y_m,lon,lat,elev_m,lereng_deg,lereng_persen,arah_hadap_deg,akumulasi_sel,tangkapan_ha
65.98,67.35,115.1382524,-8.3706022,614.45,3.4,5.9,101.2,6,0.013
70.71,67.35,115.1382953,-8.3706022,614.23,3.4,5.9,108.5,7,0.016
75.44,67.35,115.1383382,-8.3706022,614.04,3.53,6.2,114.4,11,0.025
80.16,67.35,115.1383811,-8.3706022,613.81,3.75,6.5,118.9,6,0.013
84.89,67.35,115.138424,-8.3706022,613.55,3.98,7.0,122.3,5,0.011
89.62,67.35,115.1384669,-8.3706022,613.27,4.17,7.3,125.2,5,0.011
94.34,67.35,115.1385098,-8.3706022,612.98,4.28,7.5,127.8,6,0.013
99.07,67.35,115.1385528,-8.3706022,612.7,4.3,7.5,129.9,6,0.013
103.8,67.35,115.1385957,-8.3706022,612.43,4.22,7.4,131.3,6,0.013
108.52,67.35,115.1386386,-8.3706022,612.18,4.06,7.1,131.4,7,0.016
113.25,67.35,115.1386815,-8.3706022,611.95,3.85,6.7,129.8,7,0.016
117.98,67.35,115.1387244,-8.3706022,611.74,3.64,6.4,126.2,7,0.016
122.7,67.35,115.1387673,-8.3706022,611.54,3.48,6.1,121.0,7,0.016
127.43,67.35,115.1388102,-8.3706022,611.34,3.41,6.0,115.3,1,0.002
132.16,67.35,115.1388532,-8.3706022,611.11,3.43,6.0,110.5,1,0.002
-99.45,62.66,115.1367503,-8.3706446,623.27,4.0,7.0,84.0,22,0.049
-94.73,62.66,115.1367932,-8.3706446,623.13,3.81,6.7,82.2,23,0.051
-90.0,62.66,115.1368361,-8.3706446,622.99,3.8,6.7,81.8,24,0.054
-85.27,62.66,115.1368791,-8.3706446,622.81,4.01,7.0,83.1,25,0.056
-80.55,62.66,115.136922,-8.3706446,622.57,4.42,7.7,86.0,26,0.058
-75.82,62.66,115.1369649,-8.3706446,622.24,4.97,8.7,89.7,27,0.06
-71.09,62.66,115.1370078,-8.3706446,621.79,5.59,9.8,93.9,28,0.063
-66.37,62.66,115.1370507,-8.3706446,621.23,6.18,10.8,98.4,29,0.065
-61.64,62.66,115.1370936,-8.3706446,620.6,6.66,11.7,103.2,30,0.067
-56.91,62.66,115.1371366,-8.3706446,619.92,7.0,12.3,108.7,31,0.069
-52.19,62.66,115.1371795,-8.3706446,619.23,7.2,12.6,115.1,18,0.04
-47.46,62.66,115.1372224,-8.3706446,618.55,7.29,12.8,122.5,37,0.083
-42.73,62.66,115.1372653,-8.3706446,617.92,7.34,12.9,131.2,21,0.047
-38.01,62.66,115.1373082,-8.3706446,617.39,7.42,13.0,140.6,60,0.134
-33.28,62.66,115.1373511,-8.3706446,617.0,7.55,13.3,150.4,43,0.096
-28.55,62.66,115.137394,-8.3706446,616.75,7.73,13.6,159.9,84,0.188
-23.83,62.66,115.137437,-8.3706446,616.62,7.88,13.8,168.5,6,0.013
-19.1,62.66,115.1374799,-8.3706446,616.62,7.93,13.9,175.8,9,0.02
-14.37,62.66,115.1375228,-8.3706446,616.72,7.79,13.7,181.9,5,0.011
-9.65,62.66,115.1375657,-8.3706446,616.91,7.42,13.0,186.6,9,0.02
-4.92,62.66,115.1376086,-8.3706446,617.14,6.82,12.0,190.0,4,0.009
-0.19,62.66,115.1376515,-8.3706446,617.37,6.02,10.5,191.9,7,0.016
4.53,62.66,115.1376945,-8.3706446,617.56,5.07,8.9,192.1,3,0.007
9.26,62.66,115.1377374,-8.3706446,617.71,4.05,7.1,189.7,5,0.011
13.99,62.66,115.1377803,-8.3706446,617.81,3.05,5.3,183.0,2,0.004
18.71,62.66,115.1378232,-8.3706446,617.87,2.2,3.8,167.5,1,0.002
23.44,62.66,115.1378661,-8.3706446,617.88,1.79,3.1,138.2,2,0.004
28.17,62.66,115.137909,-8.3706446,617.82,2.06,3.6,108.4,1,0.002
32.9,62.66,115.1379519,-8.3706446,617.65,2.72,4.8,92.6,2,0.004
37.62,62.66,115.1379949,-8.3706446,617.34,3.4,5.9,86.5,3,0.007
42.35,62.66,115.1380378,-8.3706446,616.87,3.93,6.9,85.0,4,0.009
47.08,62.66,115.1380807,-8.3706446,616.28,4.23,7.4,86.0,5,0.011
51.8,62.66,115.1381236,-8.3706446,615.67,4.28,7.5,88.6,6,0.013
56.53,62.66,115.1381665,-8.3706446,615.12,4.16,7.3,92.6,7,0.016
61.26,62.66,115.1382094,-8.3706446,614.72,3.98,7.0,97.6,8,0.018
65.98,62.66,115.1382524,-8.3706446,614.46,3.83,6.7,103.3,9,0.02
70.71,62.66,115.1382953,-8.3706446,614.26,3.79,6.6,108.8,10,0.022
75.44,62.66,115.1383382,-8.3706446,614.06,3.88,6.8,113.6,8,0.018
80.16,62.66,115.1383811,-8.3706446,613.79,4.06,7.1,117.4,12,0.027
84.89,62.66,115.138424,-8.3706446,613.46,4.24,7.4,120.6,7,0.016
89.62,62.66,115.1384669,-8.3706446,613.09,4.38,7.7,123.5,6,0.013
94.34,62.66,115.1385098,-8.3706446,612.73,4.43,7.8,126.4,6,0.013
99.07,62.66,115.1385528,-8.3706446,612.39,4.37,7.6,129.2,7,0.016
103.8,62.66,115.1385957,-8.3706446,612.09,4.22,7.4,131.8,7,0.016
108.52,62.66,115.1386386,-8.3706446,611.84,3.99,7.0,133.4,7,0.016
113.25,62.66,115.1386815,-8.3706446,611.66,3.74,6.5,133.5,8,0.018
117.98,62.66,115.1387244,-8.3706446,611.54,3.51,6.1,131.6,8,0.018
122.7,62.66,115.1387673,-8.3706446,611.45,3.37,5.9,127.5,8,0.018
127.43,62.66,115.1388102,-8.3706446,611.34,3.35,5.9,122.4,8,0.018
132.16,62.66,115.1388532,-8.3706446,611.18,3.46,6.0,117.8,2,0.004
136.88,62.66,115.1388961,-8.3706446,610.92,3.64,6.4,115.0,1,0.002
-99.45,57.96,115.1367503,-8.3706871,623.24,3.88,6.8,88.1,7,0.016
-94.73,57.96,115.1367932,-8.3706871,623.11,3.75,6.6,87.5,8,0.018
-90.0,57.96,115.1368361,-8.3706871,622.98,3.82,6.7,88.2,9,0.02
-85.27,57.96,115.1368791,-8.3706871,622.83,4.13,7.2,90.2,10,0.022
-80.55,57.96,115.136922,-8.3706871,622.59,4.66,8.1,92.9,11,0.025
-75.82,57.96,115.1369649,-8.3706871,622.25,5.35,9.4,95.8,12,0.027
-71.09,57.96,115.1370078,-8.3706871,621.75,6.1,10.7,98.9,13,0.029
-66.37,57.96,115.1370507,-8.3706871,621.12,6.81,11.9,102.0,14,0.031
-61.64,57.96,115.1370936,-8.3706871,620.41,7.39,13.0,105.6,15,0.034
-56.91,57.96,115.1371366,-8.3706871,619.66,7.81,13.7,109.7,16,0.036
-52.19,57.96,115.1371795,-8.3706871,618.92,8.04,14.1,114.6,32,0.071
-47.46,57.96,115.1372224,-8.3706871,618.21,8.13,14.3,120.6,19,0.042
-42.73,57.96,115.1372653,-8.3706871,617.55,8.12,14.3,127.9,38,0.085
-38.01,57.96,115.1373082,-8.3706871,616.93,8.06,14.2,136.4,22,0.049
-33.28,57.96,115.1373511,-8.3706871,616.39,8.02,14.1,145.9,61,0.136
-28.55,57.96,115.137394,-8.3706871,615.95,8.02,14.1,156.1,128,0.286
-23.83,57.96,115.137437,-8.3706871,615.65,8.07,14.2,166.1,7,0.016
-19.1,57.96,115.1374799,-8.3706871,615.56,8.11,14.2,175.4,10,0.022
-14.37,57.96,115.1375228,-8.3706871,615.7,8.06,14.2,183.4,6,0.013
-9.65,57.96,115.1375657,-8.3706871,616.03,7.87,13.8,189.9,10,0.022
-4.92,57.96,115.1376086,-8.3706871,616.45,7.46,13.1,194.6,5,0.011
-0.19,57.96,115.1376515,-8.3706871,616.86,6.84,12.0,197.7,8,0.018
4.53,57.96,115.1376945,-8.3706871,617.18,6.04,10.6,199.0,4,0.009
9.26,57.96,115.1377374,-8.3706871,617.39,5.12,9.0,198.2,6,0.013
13.99,57.96,115.1377803,-8.3706871,617.52,4.14,7.2,194.7,3,0.007
18.71,57.96,115.1378232,-8.3706871,617.6,3.19,5.6,186.4,2,0.004
23.44,57.96,115.1378661,-8.3706871,617.65,2.44,4.3,169.3,1,0.002
28.17,57.96,115.137909,-8.3706871,617.65,2.18,3.8,141.9,3,0.007
32.9,57.96,115.1379519,-8.3706871,617.55,2.54,4.4,117.2,1,0.002
37.62,57.96,115.1379949,-8.3706871,617.3,3.21,5.6,103.8,1,0.002
42.35,57.96,115.1380378,-8.3706871,616.86,3.85,6.7,98.1,2,0.004
47.08,57.96,115.1380807,-8.3706871,616.28,4.3,7.5,96.4,3,0.007
51.8,57.96,115.1381236,-8.3706871,615.67,4.49,7.9,97.2,4,0.009
56.53,57.96,115.1381665,-8.3706871,615.12,4.48,7.8,99.6,5,0.011
61.26,57.96,115.1382094,-8.3706871,614.75,4.35,7.6,103.3,6,0.013
65.98,57.96,115.1382524,-8.3706871,614.51,4.24,7.4,107.7,7,0.016
70.71,57.96,115.1382953,-8.3706871,614.33,4.2,7.3,112.0,1,0.002
75.44,57.96,115.1383382,-8.3706871,614.12,4.28,7.5,115.7,11,0.025
80.16,57.96,115.1383811,-8.3706871,613.81,4.42,7.7,118.6,9,0.02
84.89,57.96,115.138424,-8.3706871,613.4,4.57,8.0,121.1,13,0.029
89.62,57.96,115.1384669,-8.3706871,612.94,4.65,8.1,123.5,8,0.018
94.34,57.96,115.1385098,-8.3706871,612.48,4.62,8.1,126.2,7,0.016
99.07,57.96,115.1385528,-8.3706871,612.08,4.48,7.8,129.2,7,0.016
103.8,57.96,115.1385957,-8.3706871,611.76,4.26,7.4,132.4,8,0.018
108.52,57.96,115.1386386,-8.3706871,611.53,3.99,7.0,135.3,8,0.018
113.25,57.96,115.1386815,-8.3706871,611.38,3.72,6.5,137.0,8,0.018
117.98,57.96,115.1387244,-8.3706871,611.34,3.51,6.1,136.8,9,0.02
122.7,57.96,115.1387673,-8.3706871,611.35,3.41,6.0,134.2,9,0.02
127.43,57.96,115.1388102,-8.3706871,611.34,3.45,6.0,129.9,9,0.02
-104.18,53.27,115.1367074,-8.3707296,623.55,3.98,7.0,93.3,5,0.011
-99.45,53.27,115.1367503,-8.3707296,623.2,3.83,6.7,91.9,6,0.013
-94.73,53.27,115.1367932,-8.3707296,623.05,3.79,6.6,92.2,7,0.016
-90.0,53.27,115.1368361,-8.3707296,622.93,3.95,6.9,93.8,8,0.018
-85.27,53.27,115.1368791,-8.3707296,622.78,4.36,7.6,96.1,9,0.02
-80.55,53.27,115.136922,-8.3707296,622.55,4.99,8.7,98.5,10,0.022
-75.82,53.27,115.1369649,-8.3707296,622.18,5.77,10.1,100.7,11,0.025
-71.09,53.27,115.1370078,-8.3707296,621.63,6.61,11.6,102.7,12,0.027
-66.37,53.27,115.1370507,-8.3707296,620.94,7.39,13.0,104.8,13,0.029
-61.64,53.27,115.1370936,-8.3707296,620.16,8.05,14.1,107.3,14,0.031
-56.91,53.27,115.1371366,-8.3707296,619.36,8.51,15.0,110.3,15,0.034
-52.19,53.27,115.1371795,-8.3707296,618.59,8.78,15.4,114.1,17,0.038
-47.46,53.27,115.1372224,-8.3707296,617.86,8.86,15.6,118.9,33,0.074
-42.73,53.27,115.1372653,-8.3707296,617.15,8.78,15.4,124.9,20,0.045
-38.01,53.27,115.1373082,-8.3707296,616.46,8.59,15.1,132.3,39,0.087
-33.28,53.27,115.1373511,-8.3707296,615.78,8.34,14.7,141.3,23,0.051
-28.55,53.27,115.137394,-8.3707296,615.17,8.11,14.2,151.7,62,0.139
-23.83,53.27,115.137437,-8.3707296,614.72,7.97,14.0,163.0,136,0.304
-19.1,53.27,115.1374799,-8.3707296,614.54,7.95,14.0,174.3,11,0.025
-14.37,53.27,115.1375228,-8.3707296,614.7,7.99,14.0,184.3,7,0.016
-9.65,53.27,115.1375657,-8.3707296,615.14,7.98,14.0,192.3,11,0.025
-4.92,53.27,115.1376086,-8.3707296,615.71,7.81,13.7,198.1,6,0.013
-0.19,53.27,115.1376515,-8.3707296,616.27,7.43,13.0,201.8,13,0.029
4.53,53.27,115.1376945,-8.3707296,616.69,6.83,12.0,203.5,7,0.016
9.26,53.27,115.1377374,-8.3707296,616.95,6.05,10.6,203.4,4,0.009
13.99,53.27,115.1377803,-8.3707296,617.11,5.16,9.0,201.1,3,0.007
18.71,53.27,115.1378232,-8.3707296,617.23,4.22,7.4,195.5,1,0.002
23.44,53.27,115.1378661,-8.3707296,617.32,3.36,5.9,184.5,2,0.004
28.17,53.27,115.137909,-8.3707296,617.39,2.8,4.9,165.0,1,0.002
32.9,53.27,115.1379519,-8.3707296,617.36,2.78,4.9,140.5,4,0.009
37.62,53.27,115.1379949,-8.3707296,617.17,3.27,5.7,121.9,2,0.004
42.35,53.27,115.1380378,-8.3707296,616.78,3.91,6.8,111.8,1,0.002
47.08,53.27,115.1380807,-8.3707296,616.23,4.44,7.8,107.5,1,0.002
51.8,53.27,115.1381236,-8.3707296,615.65,4.75,8.3,106.6,2,0.004
56.53,53.27,115.1381665,-8.3707296,615.12,4.83,8.5,108.0,3,0.007
61.26,53.27,115.1382094,-8.3707296,614.77,4.79,8.4,110.8,1,0.002
65.98,53.27,115.1382524,-8.3707296,614.54,4.72,8.3,114.4,1,0.002
70.71,53.27,115.1382953,-8.3707296,614.36,4.71,8.2,117.9,8,0.018
75.44,53.27,115.1383382,-8.3707296,614.14,4.77,8.3,120.7,2,0.004
80.16,53.27,115.1383811,-8.3707296,613.78,4.87,8.5,122.8,12,0.027
84.89,53.27,115.138424,-8.3707296,613.31,4.96,8.7,124.3,10,0.022
89.62,53.27,115.1384669,-8.3707296,612.78,4.96,8.7,125.9,14,0.031
94.34,53.27,115.1385098,-8.3707296,612.26,4.86,8.5,127.9,9,0.02
99.07,53.27,115.1385528,-8.3707296,611.82,4.65,8.1,130.6,8,0.018
103.8,53.27,115.1385957,-8.3707296,611.48,4.36,7.6,133.9,8,0.018
108.52,53.27,115.1386386,-8.3707296,611.25,4.07,7.1,137.5,9,0.02
113.25,53.27,115.1386815,-8.3707296,611.14,3.83,6.7,140.4,9,0.02
117.98,53.27,115.1387244,-8.3707296,611.14,3.67,6.4,141.6,9,0.02
122.7,53.27,115.1387673,-8.3707296,611.21,3.63,6.3,140.3,10,0.022
-104.18,48.57,115.1367074,-8.370772,623.56,3.83,6.7,96.3,4,0.009
-99.45,48.57,115.1367503,-8.370772,623.18,3.81,6.7,94.9,5,0.011
-94.73,48.57,115.1367932,-8.370772,623.01,3.9,6.8,95.5,6,0.013
-90.0,48.57,115.1368361,-8.370772,622.87,4.18,7.3,97.6,7,0.016
-85.27,48.57,115.1368791,-8.370772,622.69,4.67,8.2,100.2,8,0.018
-80.55,48.57,115.136922,-8.370772,622.43,5.38,9.4,102.3,9,0.02
-75.82,48.57,115.1369649,-8.370772,622.04,6.22,10.9,104.0,10,0.022
-71.09,48.57,115.1370078,-8.370772,621.46,7.1,12.5,105.4,11,0.025
-66.37,48.57,115.1370507,-8.370772,620.73,7.92,13.9,106.7,12,0.027
-61.64,48.57,115.1370936,-8.370772,619.91,8.61,15.1,108.3,13,0.029
-56.91,48.57,115.1371366,-8.370772,619.07,9.1,16.0,110.5,14,0.031
-52.19,48.57,115.1371795,-8.370772,618.26,9.39,16.5,113.3,16,0.036
-47.46,48.57,115.1372224,-8.370772,617.48,9.45,16.6,117.1,18,0.04
-42.73,48.57,115.1372653,-8.370772,616.73,9.3,16.4,122.0,34,0.076
-38.01,48.57,115.1373082,-8.370772,615.96,8.96,15.8,128.3,21,0.047
-33.28,48.57,115.1373511,-8.370772,615.18,8.49,14.9,136.5,40,0.089
-28.55,48.57,115.137394,-8.370772,614.46,8.0,14.1,146.9,24,0.054
-23.83,48.57,115.137437,-8.370772,613.91,7.62,13.4,159.2,199,0.445
-19.1,48.57,115.1374799,-8.370772,613.66,7.48,13.1,172.4,12,0.027
-14.37,48.57,115.1375228,-8.370772,613.81,7.57,13.3,184.5,8,0.018
-9.65,48.57,115.1375657,-8.370772,614.28,7.75,13.6,194.1,12,0.027
-4.92,48.57,115.1376086,-8.370772,614.92,7.84,13.8,200.8,20,0.045
-0.19,48.57,115.1376515,-8.370772,615.56,7.72,13.6,204.9,8,0.018
4.53,48.57,115.1376945,-8.370772,616.05,7.35,12.9,206.8,5,0.011
9.26,48.57,115.1377374,-8.370772,616.38,6.75,11.8,206.9,4,0.009
13.99,48.57,115.1377803,-8.370772,616.6,5.99,10.5,205.1,2,0.004
18.71,48.57,115.1378232,-8.370772,616.77,5.13,9.0,200.8,1,0.002
23.44,48.57,115.1378661,-8.370772,616.94,4.26,7.5,192.4,3,0.007
28.17,48.57,115.137909,-8.370772,617.08,3.58,6.3,177.8,2,0.004
32.9,48.57,115.1379519,-8.370772,617.12,3.33,5.8,157.3,1,0.002
37.62,48.57,115.1379949,-8.370772,617.01,3.61,6.3,137.8,5,0.011
42.35,48.57,115.1380378,-8.370772,616.68,4.19,7.3,125.2,3,0.007
47.08,48.57,115.1380807,-8.370772,616.18,4.77,8.3,118.9,2,0.004
51.8,48.57,115.1381236,-8.370772,615.62,5.16,9.0,116.7,1,0.002
56.53,48.57,115.1381665,-8.370772,615.11,5.35,9.4,117.3,1,0.002
61.26,48.57,115.1382094,-8.370772,614.74,5.39,9.4,119.6,4,0.009
65.98,48.57,115.1382524,-8.370772,614.49,5.38,9.4,122.6,2,0.004
70.71,48.57,115.1382953,-8.370772,614.28,5.38,9.4,125.6,2,0.004
75.44,48.57,115.1383382,-8.370772,614.02,5.42,9.5,127.8,9,0.02
80.16,48.57,115.1383811,-8.370772,613.64,5.45,9.5,129.1,3,0.007
84.89,48.57,115.138424,-8.370772,613.14,5.44,9.5,129.9,13,0.029
89.62,48.57,115.1384669,-8.370772,612.6,5.35,9.4,130.6,11,0.025
94.34,48.57,115.1385098,-8.370772,612.07,5.15,9.0,131.8,15,0.034
99.07,48.57,115.1385528,-8.370772,611.62,4.87,8.5,133.8,10,0.022
103.8,48.57,115.1385957,-8.370772,611.28,4.56,8.0,136.8,9,0.02
108.52,48.57,115.1386386,-8.370772,611.04,4.27,7.5,140.3,9,0.02
113.25,48.57,115.1386815,-8.370772,610.93,4.07,7.1,143.7,10,0.022
117.98,48.57,115.1387244,-8.370772,610.93,3.98,7.0,145.5,10,0.022
-108.91,43.88,115.1366645,-8.3708145,623.91,3.56,6.2,103.7,2,0.004
-104.18,43.88,115.1367074,-8.3708145,623.61,3.66,6.4,98.6,3,0.007
-99.45,43.88,115.1367503,-8.3708145,623.21,3.81,6.7,96.8,4,0.009
-94.73,43.88,115.1367932,-8.3708145,623.0,4.06,7.1,97.5,5,0.011
-90.0,43.88,115.1368361,-8.3708145,622.8,4.46,7.8,99.9,6,0.013
-85.27,43.88,115.1368791,-8.3708145,622.57,5.04,8.8,102.5,7,0.016
-80.55,43.88,115.136922,-8.3708145,622.27,5.8,10.2,104.6,8,0.018
-75.82,43.88,115.1369649,-8.3708145,621.84,6.66,11.7,106.0,9,0.02
-71.09,43.88,115.1370078,-8.3708145,621.25,7.54,13.2,107.0,10,0.022
-66.37,43.88,115.1370507,-8.3708145,620.5,8.37,14.7,107.8,11,0.025
-61.64,43.88,115.1370936,-8.3708145,619.67,9.06,16.0,108.8,12,0.027
-56.91,43.88,115.1371366,-8.3708145,618.8,9.57,16.9,110.2,13,0.029
-52.19,43.88,115.1371795,-8.3708145,617.95,9.86,17.4,112.3,28,0.063
-47.46,43.88,115.1372224,-8.3708145,617.11,9.89,17.4,115.2,17,0.038
-42.73,43.88,115.1372653,-8.3708145,616.29,9.67,17.0,119.1,19,0.042
-38.01,43.88,115.1373082,-8.3708145,615.45,9.18,16.2,124.4,35,0.078
-33.28,43.88,115.1373511,-8.3708145,614.61,8.49,14.9,131.7,22,0.049
-28.55,43.88,115.137394,-8.3708145,613.84,7.72,13.6,141.6,41,0.092
-23.83,43.88,115.137437,-8.3708145,613.25,7.07,12.4,154.5,224,0.5
-19.1,43.88,115.1374799,-8.3708145,612.97,6.76,11.9,169.6,13,0.029
-14.37,43.88,115.1375228,-8.3708145,613.07,6.85,12.0,184.1,9,0.02
-9.65,43.88,115.1375657,-8.3708145,613.51,7.19,12.6,195.5,13,0.029
-4.92,43.88,115.1376086,-8.3708145,614.12,7.52,13.2,203.0,29,0.065
-0.19,43.88,115.1376515,-8.3708145,614.75,7.66,13.5,207.4,6,0.013
4.53,43.88,115.1376945,-8.3708145,615.28,7.55,13.2,209.4,5,0.011
9.26,43.88,115.1377374,-8.3708145,615.68,7.17,12.6,209.6,3,0.007
13.99,43.88,115.1377803,-8.3708145,615.99,6.58,11.5,208.0,2,0.004
18.71,43.88,115.1378232,-8.3708145,616.26,5.84,10.2,204.2,4,0.009
23.44,43.88,115.1378661,-8.3708145,616.53,5.04,8.8,197.1,1,0.002
28.17,43.88,115.137909,-8.3708145,616.76,4.36,7.6,184.9,3,0.007
32.9,43.88,115.1379519,-8.3708145,616.88,4.03,7.1,167.6,1,0.002
37.62,43.88,115.1379949,-8.3708145,616.84,4.21,7.4,149.7,2,0.004
42.35,43.88,115.1380378,-8.3708145,616.56,4.74,8.3,136.6,6,0.013
47.08,43.88,115.1380807,-8.3708145,616.11,5.35,9.4,129.3,4,0.009
51.8,43.88,115.1381236,-8.3708145,615.57,5.83,10.2,126.3,3,0.007
56.53,43.88,115.1381665,-8.3708145,615.04,6.12,10.7,126.3,2,0.004
61.26,43.88,115.1382094,-8.3708145,614.63,6.25,11.0,128.2,2,0.004
65.98,43.88,115.1382524,-8.3708145,614.31,6.29,11.0,130.8,5,0.011
70.71,43.88,115.1382953,-8.3708145,614.03,6.29,11.0,133.5,3,0.007
75.44,43.88,115.1383382,-8.3708145,613.73,6.26,11.0,135.4,3,0.007
80.16,43.88,115.1383811,-8.3708145,613.34,6.19,10.8,136.5,10,0.022
84.89,43.88,115.138424,-8.3708145,612.87,6.05,10.6,136.9,4,0.009
89.62,43.88,115.1384669,-8.3708145,612.38,5.83,10.2,137.2,14,0.031
94.34,43.88,115.1385098,-8.3708145,611.9,5.53,9.7,137.7,12,0.027
99.07,43.88,115.1385528,-8.3708145,611.48,5.19,9.1,138.9,16,0.036
103.8,43.88,115.1385957,-8.3708145,611.14,4.86,8.5,141.1,11,0.025
108.52,43.88,115.1386386,-8.3708145,610.89,4.59,8.0,143.9,10,0.022
113.25,43.88,115.1386815,-8.3708145,610.74,4.44,7.8,146.8,10,0.022
-108.91,39.18,115.1366645,-8.3708569,623.93,3.2,5.6,107.1,21,0.047
-104.18,39.18,115.1367074,-8.3708569,623.68,3.47,6.1,100.3,22,0.049
-99.45,39.18,115.1367503,-8.3708569,623.28,3.82,6.7,97.9,23,0.051
-94.73,39.18,115.1367932,-8.3708569,623.02,4.24,7.4,98.5,24,0.054
-90.0,39.18,115.1368361,-8.3708569,622.74,4.78,8.4,100.8,25,0.056
-85.27,39.18,115.1368791,-8.3708569,622.44,5.44,9.5,103.4,26,0.058
-80.55,39.18,115.136922,-8.3708569,622.07,6.22,10.9,105.5,27,0.06
-75.82,39.18,115.1369649,-8.3708569,621.6,7.07,12.4,106.9,28,0.063
-71.09,39.18,115.1370078,-8.3708569,620.99,7.93,13.9,107.6,29,0.065
-66.37,39.18,115.1370507,-8.3708569,620.26,8.74,15.4,108.2,30,0.067
-61.64,39.18,115.1370936,-8.3708569,619.45,9.42,16.6,108.7,31,0.069
-56.91,39.18,115.1371366,-8.3708569,618.57,9.93,17.5,109.7,32,0.071
-52.19,39.18,115.1371795,-8.3708569,617.66,10.2,18.0,111.1,33,0.074
-47.46,39.18,115.1372224,-8.3708569,616.75,10.19,18.0,113.3,62,0.139
-42.73,39.18,115.1372653,-8.3708569,615.84,9.88,17.4,116.4,18,0.04
-38.01,39.18,115.1373082,-8.3708569,614.95,9.25,16.3,120.7,20,0.045
-33.28,39.18,115.1373511,-8.3708569,614.09,8.36,14.7,126.8,36,0.08
-28.55,39.18,115.137394,-8.3708569,613.33,7.33,12.9,135.9,23,0.051
-23.83,39.18,115.137437,-8.3708569,612.76,6.4,11.2,149.0,266,0.594
-19.1,39.18,115.1374799,-8.3708569,612.46,5.88,10.3,165.8,14,0.031
-14.37,39.18,115.1375228,-8.3708569,612.51,5.92,10.4,183.0,10,0.022
-9.65,39.18,115.1375657,-8.3708569,612.85,6.37,11.2,196.4,14,0.031
-4.92,39.18,115.1376086,-8.3708569,613.37,6.9,12.1,204.9,36,0.08
-0.19,39.18,115.1376515,-8.3708569,613.95,7.29,12.8,209.6,6,0.013
4.53,39.18,115.1376945,-8.3708569,614.48,7.42,13.0,211.6,4,0.009
9.26,39.18,115.1377374,-8.3708569,614.94,7.28,12.8,211.7,3,0.007
13.99,39.18,115.1377803,-8.3708569,615.35,6.9,12.1,210.1,5,0.011
18.71,39.18,115.1378232,-8.3708569,615.73,6.33,11.1,206.4,2,0.004
23.44,39.18,115.1378661,-8.3708569,616.09,5.67,9.9,199.5,1,0.002
28.17,39.18,115.137909,-8.3708569,616.41,5.09,8.9,188.4,4,0.009
32.9,39.18,115.1379519,-8.3708569,616.6,4.82,8.4,173.2,2,0.004
37.62,39.18,115.1379949,-8.3708569,616.61,5.0,8.8,157.3,1,0.002
42.35,39.18,115.1380378,-8.3708569,616.38,5.56,9.7,145.1,3,0.007
47.08,39.18,115.1380807,-8.3708569,615.95,6.22,10.9,137.7,7,0.016
51.8,39.18,115.1381236,-8.3708569,615.42,6.79,11.9,134.4,5,0.011
56.53,39.18,115.1381665,-8.3708569,614.86,7.17,12.6,134.1,4,0.009
61.26,39.18,115.1382094,-8.3708569,614.38,7.36,12.9,135.5,3,0.007
65.98,39.18,115.1382524,-8.3708569,613.97,7.42,13.0,137.9,3,0.007
70.71,39.18,115.1382953,-8.3708569,613.6,7.39,13.0,140.4,6,0.013
75.44,39.18,115.1383382,-8.3708569,613.25,7.27,12.8,142.4,4,0.009
80.16,39.18,115.1383811,-8.3708569,612.87,7.08,12.4,143.7,4,0.009
84.89,39.18,115.138424,-8.3708569,612.47,6.79,11.9,144.4,11,0.025
89.62,39.18,115.1384669,-8.3708569,612.07,6.43,11.3,144.6,5,0.011
94.34,39.18,115.1385098,-8.3708569,611.68,6.03,10.6,144.8,15,0.034
99.07,39.18,115.1385528,-8.3708569,611.32,5.63,9.9,145.3,13,0.029
103.8,39.18,115.1385957,-8.3708569,611.01,5.28,9.2,146.5,17,0.038
108.52,39.18,115.1386386,-8.3708569,610.74,5.03,8.8,148.1,12,0.027
-113.63,34.48,115.1366216,-8.3708994,624.09,2.58,4.5,126.1,7,0.016
-108.91,34.48,115.1366645,-8.3708994,623.96,2.82,4.9,110.7,1,0.002
-104.18,34.48,115.1367074,-8.3708994,623.77,3.27,5.7,101.9,2,0.004
-99.45,34.48,115.1367503,-8.3708994,623.36,3.83,6.7,98.7,3,0.007
-94.73,34.48,115.1367932,-8.3708994,623.05,4.45,7.8,99.0,4,0.009
-90.0,34.48,115.1368361,-8.3708994,622.7,5.12,9.0,101.1,5,0.011
-85.27,34.48,115.1368791,-8.3708994,622.3,5.85,10.2,103.5,6,0.013
-80.55,34.48,115.136922,-8.3708994,621.84,6.64,11.6,105.5,7,0.016
-75.82,34.48,115.1369649,-8.3708994,621.31,7.46,13.1,106.9,8,0.018
-71.09,34.48,115.1370078,-8.3708994,620.7,8.27,14.5,107.6,9,0.02
-66.37,34.48,115.1370507,-8.3708994,620.0,9.03,15.9,108.0,10,0.022
-61.64,34.48,115.1370936,-8.3708994,619.21,9.68,17.1,108.3,11,0.025
-56.91,34.48,115.1371366,-8.3708994,618.34,10.17,17.9,108.8,12,0.027
-52.19,34.48,115.1371795,-8.3708994,617.39,10.42,18.4,109.8,13,0.029
-47.46,34.48,115.1372224,-8.3708994,616.4,10.36,18.3,111.3,14,0.031
