x_m,y_m,lon,lat,elev_m,lereng_deg,lereng_persen,arah_hadap_deg,akumulasi_sel,tangkapan_ha
37.62,-82.91,115.1379949,-8.3719609,600.04,5.22,9.1,99.0,52,0.116
-19.1,-87.61,115.1374799,-8.3720033,606.6,5.92,10.4,116.3,132,0.295
-14.37,-87.61,115.1375228,-8.3720033,606.18,5.89,10.3,113.7,152,0.34
-9.65,-87.61,115.1375657,-8.3720033,605.82,5.92,10.4,109.3,153,0.342
-4.92,-87.61,115.1376086,-8.3720033,605.45,6.06,10.6,103.6,154,0.344
-0.19,-87.61,115.1376515,-8.3720033,605.01,6.34,11.1,97.5,155,0.346
4.53,-87.61,115.1376945,-8.3720033,604.45,6.7,11.7,92.2,156,0.348
9.26,-87.61,115.1377374,-8.3720033,603.77,7.06,12.4,88.2,157,0.351
13.99,-87.61,115.1377803,-8.3720033,603.02,7.3,12.8,85.6,158,0.353
18.71,-87.61,115.1378232,-8.3720033,602.27,7.34,12.9,84.4,159,0.355
23.44,-87.61,115.1378661,-8.3720033,601.57,7.14,12.5,84.4,160,0.357
28.17,-87.61,115.137909,-8.3720033,600.93,6.71,11.8,85.5,161,0.36
32.9,-87.61,115.1379519,-8.3720033,600.38,6.1,10.7,87.5,162,0.362
37.62,-87.61,115.1379949,-8.3720033,599.94,5.4,9.5,90.3,163,0.364
-14.37,-92.3,115.1375228,-8.3720458,605.96,5.31,9.3,109.7,2225,4.97
-9.65,-92.3,115.1375657,-8.3720458,605.64,5.23,9.1,104.2,2226,4.973
-4.92,-92.3,115.1376086,-8.3720458,605.34,5.34,9.3,97.3,2227,4.975
-0.19,-92.3,115.1376515,-8.3720458,604.98,5.67,9.9,90.2,2228,4.977
4.53,-92.3,115.1376945,-8.3720458,604.5,6.17,10.8,84.4,2229,4.979
9.26,-92.3,115.1377374,-8.3720458,603.9,6.72,11.8,80.3,2230,4.982
13.99,-92.3,115.1377803,-8.3720458,603.23,7.18,12.6,77.9,2231,4.984
18.71,-92.3,115.1378232,-8.3720458,602.51,7.43,13.0,77.0,2232,4.986
23.44,-92.3,115.1378661,-8.3720458,601.78,7.4,13.0,77.2,2233,4.988
28.17,-92.3,115.137909,-8.3720458,601.08,7.07,12.4,78.3,2234,4.991
32.9,-92.3,115.1379519,-8.3720458,600.45,6.5,11.4,80.1,2235,4.993
37.62,-92.3,115.1379949,-8.3720458,599.94,5.77,10.1,82.6,2236,4.995
-9.65,-97.0,115.1375657,-8.3720882,605.55,4.51,7.9,97.5,31,0.069
-4.92,-97.0,115.1376086,-8.3720882,605.3,4.64,8.1,89.3,32,0.071
-0.19,-97.0,115.1376515,-8.3720882,605.01,5.06,8.9,81.6,33,0.074
4.53,-97.0,115.1376945,-8.3720882,604.62,5.71,10.0,76.0,34,0.076
9.26,-97.0,115.1377374,-8.3720882,604.14,6.45,11.3,72.6,202,0.451
13.99,-97.0,115.1377803,-8.3720882,603.55,7.12,12.5,71.1,213,0.476
18.71,-97.0,115.1378232,-8.3720882,602.88,7.58,13.3,70.9,224,0.5
23.44,-97.0,115.1378661,-8.3720882,602.12,7.74,13.6,71.5,225,0.503
28.17,-97.0,115.137909,-8.3720882,601.35,7.54,13.2,72.9,226,0.505
32.9,-97.0,115.1379519,-8.3720882,600.63,7.03,12.3,74.7,227,0.507
37.62,-97.0,115.1379949,-8.3720882,600.04,6.29,11.0,76.9,228,0.509
-9.65,-101.69,115.1375657,-8.3721307,605.51,3.84,6.7,88.7,16,0.036
-4.92,-101.69,115.1376086,-8.3721307,605.32,4.04,7.1,79.5,17,0.038
-0.19,-101.69,115.1376515,-8.3721307,605.11,4.57,8.0,72.2,156,0.348
4.53,-101.69,115.1376945,-8.3721307,604.84,5.35,9.4,67.8,167,0.373
9.26,-101.69,115.1377374,-8.3721307,604.47,6.24,10.9,66.0,10,0.022
13.99,-101.69,115.1377803,-8.3721307,603.98,7.08,12.4,65.8,10,0.022
18.71,-101.69,115.1378232,-8.3721307,603.36,7.73,13.6,66.6,10,0.022
23.44,-101.69,115.1378661,-8.3721307,602.6,8.06,14.2,68.0,20,0.045
28.17,-101.69,115.137909,-8.3721307,601.75,8.01,14.1,69.6,21,0.047
32.9,-101.69,115.1379519,-8.3721307,600.92,7.59,13.3,71.5,22,0.049
37.62,-101.69,115.1379949,-8.3721307,600.22,6.87,12.0,73.6,23,0.051
-9.65,-106.39,115.1375657,-8.3721731,605.53,3.28,5.7,77.6,9,0.02
-4.92,-106.39,115.1376086,-8.3721731,605.4,3.58,6.3,68.4,138,0.308
-0.19,-106.39,115.1376515,-8.3721731,605.29,4.2,7.3,62.8,10,0.022
4.53,-106.39,115.1376945,-8.3721731,605.12,5.05,8.8,60.8,9,0.02
9.26,-106.39,115.1377374,-8.3721731,604.88,6.03,10.6,61.1,9,0.02
13.99,-106.39,115.1377803,-8.3721731,604.5,6.99,12.3,62.5,9,0.02
18.71,-106.39,115.1378232,-8.3721731,603.94,7.8,13.7,64.4,9,0.02
23.44,-106.39,115.1378661,-8.3721731,603.16,8.3,14.6,66.4,10,0.022
28.17,-106.39,115.137909,-8.3721731,602.23,8.41,14.8,68.4,11,0.025
32.9,-106.39,115.1379519,-8.3721731,601.3,8.09,14.2,70.3,12,0.027
-4.92,-111.09,115.1376086,-8.3722156,605.55,3.28,5.7,57.2,9,0.02
-0.19,-111.09,115.1376515,-8.3722156,605.52,3.93,6.9,54.7,8,0.018
4.53,-111.09,115.1376945,-8.3722156,605.45,4.79,8.4,55.7,8,0.018
9.26,-111.09,115.1377374,-8.3722156,605.31,5.79,10.1,58.3,8,0.018
13.99,-111.09,115.1377803,-8.3722156,605.02,6.84,12.0,61.3,8,0.018
18.71,-111.09,115.1378232,-8.3722156,604.5,7.77,13.6,64.2,9,0.02
23.44,-111.09,115.1378661,-8.3722156,603.71,8.42,14.8,66.7,9,0.02
-4.92,-115.78,115.1376086,-8.3722581,605.77,3.09,5.4,47.9,7,0.016
-0.19,-115.78,115.1376515,-8.3722581,605.79,3.72,6.5,49.0,7,0.016
4.53,-115.78,115.1376945,-8.3722581,605.79,4.54,7.9,53.0,7,0.016
9.26,-115.78,115.1377374,-8.3722581,605.71,5.54,9.7,57.8,7,0.016
13.99,-115.78,115.1377803,-8.3722581,605.46,6.63,11.6,62.1,8,0.018
-0.19,-120.48,115.1376515,-8.3723005,606.09,3.53,6.2,46.2,6,0.013
4.53,-120.48,115.1376945,-8.3723005,606.1,4.31,7.5,52.8,6,0.013
9.26,-120.48,115.1377374,-8.3723005,606.0,5.3,9.3,59.2,7,0.016
-0.19,-125.17,115.1376515,-8.372343,606.41,3.33,5.8,46.4,5,0.011
4.53,-125.17,115.1376945,-8.372343,606.36,4.1,7.2,54.8,6,0.013
-0.19,-129.87,115.1376515,-8.3723854,606.7,3.12,5.4,49.1,5,0.011
4.53,-129.87,115.1376945,-8.3723854,606.56,3.92,6.8,58.2,5,0.011
