nama_lahan,berkas_kml,lat_pusat,lon_pusat,luas_datar_m2,luas_datar_ha,luas_permukaan_m2,faktor_lereng,keliling_m,elev_min_m,elev_maks_m,beda_tinggi_m,lereng_rerata_deg,lereng_rerata_persen,lereng_maks_persen,arah_hadap_deg,arah_hadap,keterpusatan_arah,puntiran_deg,lereng_searah_persen,lereng_melintang_persen,panjang_jalur_aliran_m,terjun_jalur_m,sebar_tegak_dem_m,resolusi_grid_dem_m,sumber_dem,persen_luas_datar,persen_luas_landai,persen_luas_agak_curam,persen_luas_curam,persen_luas_sangat_curam
SWH-TRRC-01,SWH-TRRC-011.kml,-8.371211,115.137653,33163.0,3.3163,33408.6,1.0074,818.6,599.9,624.1,24.1,6.38,11.2,22.8,126.9,TG,0.827,20.8,10.1,3.8,198.3,22.9,4.11,4.73,Terrarium z15 (SRTM/ASTER),1.8,31.1,42.9,24.3,0.0
